game_id,opponent,player_id,season,team,week,proj_adp_dd_ppr,proj_bonus_rec_wr,proj_def_fum_td,proj_fum,proj_fum_lost,proj_gp,proj_pos_adp_dd_ppr,proj_pts_half_ppr,proj_pts_ppr,proj_pts_std,proj_rec,proj_rec_0_4,proj_rec_10_19,proj_rec_20_29,proj_rec_2pt,proj_rec_30_39,proj_rec_40p,proj_rec_5_9,proj_rec_fd,proj_rec_td,proj_rec_tgt,proj_rec_yd,proj_rush_40p,proj_rush_att,proj_rush_fd,proj_rush_td,proj_rush_yd,proj_bonus_rec_rb,proj_rush_2pt,proj_bonus_rec_te,proj_fga,proj_fgm,proj_fgm_20_29,proj_fgm_30_39,proj_fgm_40_49,proj_fgm_50p,proj_fgm_yds,proj_fgmiss_50p,proj_xpa,proj_xpm,proj_xpmiss,proj_cmp_pct,proj_pass_2pt,proj_pass_att,proj_pass_cmp,proj_pass_cmp_40p,proj_pass_fd,proj_pass_inc,proj_pass_int,proj_pass_int_td,proj_pass_sack,proj_pass_td,proj_pass_yd,proj_def_kr_yd,proj_pr,proj_pr_yd,proj_blk_kick,proj_def_pr_yd,proj_def_td,proj_ff,proj_fum_rec,proj_int,proj_pts_allow,proj_pts_allow_14_20,proj_sack,proj_tkl_loss,proj_yds_allow,proj_yds_allow_200_299,proj_pr_td,proj_fgmiss_30_39,proj_fgmiss_40_49,proj_safe,proj_yds_allow_300_349,proj_pts_allow_21_27,proj_yds_allow_350_399,proj_fgm_0_19,proj_def_kr_td,proj_def_pr_td,proj_st_td
202510919,MIA,BAL,2025,BAL,9,999.0,,0.06,,,1.0,999.0,7.47,7.47,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,40.67,,16.44,0.06,57.11,0.17,0.95,0.56,0.84,21.75,,2.51,5.01,313.8,,,,,0.06,1.0,1.0,,,,,
202510912,GB,12526,2025,CAR,9,51.0,4.86,0.0,0.05,0.02,1.0,26.0,10.84,13.27,8.41,4.86,0.97,1.46,0.97,0.01,0.49,0.49,0.97,6.1,0.37,8.06,61.02,0.0,0.18,0.07,0.01,0.72,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,SEA,1339,2025,WAS,9,115.0,,0.0,0.05,0.02,1.0,13.0,7.72,9.64,5.8,3.84,0.77,1.15,0.77,0.01,0.38,0.38,0.77,3.42,0.4,5.7,34.2,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,2020,2025,CHI,9,999.0,,,,,1.0,999.0,8.84,8.84,8.84,,,,,,,,,,,,,,,,,,,,,2.23,1.89,0.47,0.54,0.61,0.27,77.97,0.13,2.16,2.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.13,,,,,,,,
202510921,ATL,2449,2025,NE,9,30.0,5.39,0.0,0.07,0.03,1.0,12.0,12.14,14.84,9.44,5.39,1.08,1.62,1.08,0.01,0.54,0.54,1.08,6.63,0.47,7.06,66.34,0.0,0.05,0.02,0.0,0.22,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,19,2025,CIN,9,110.0,,0.01,0.58,0.25,1.0,19.0,18.66,18.66,18.66,,,,,,,,,,,,,0.01,1.71,0.76,0.07,7.62,,0.0,,,,,,,,,,,,,63.07,0.05,33.45,21.1,0.24,23.65,12.35,0.91,0.04,2.33,1.65,236.49,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,5850,2025,GB,9,11.0,,0.0,0.19,0.08,1.0,6.0,17.66,18.71,16.61,2.1,0.42,0.63,0.42,0.0,0.21,0.21,0.42,1.84,0.12,2.5,18.4,0.13,16.33,7.47,1.12,74.69,2.1,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,NO,421,2025,LAR,9,104.0,,0.01,0.33,0.14,1.0,18.0,18.88,18.88,18.88,,,,,,,,,,,,,0.01,1.66,0.67,0.05,6.69,,0.0,,,,,,,,,,,,,63.19,0.08,32.22,20.36,0.31,24.19,11.86,0.71,0.03,2.26,1.72,241.93,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,5892,2025,DET,9,64.0,,0.0,0.13,0.05,1.0,22.0,10.56,11.42,9.7,1.72,0.34,0.52,0.34,0.0,0.17,0.17,0.34,1.49,0.1,1.9,14.93,0.06,10.44,4.11,0.59,41.09,1.72,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,BAL,7526,2025,MIA,9,24.0,5.15,0.0,0.07,0.03,1.0,9.0,12.82,15.39,10.24,5.15,1.03,1.54,1.03,0.01,0.51,0.51,1.03,7.41,0.47,7.58,74.09,0.0,0.05,0.02,0.0,0.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,DEN,7569,2025,HOU,9,21.0,4.92,0.0,0.06,0.03,1.0,8.0,13.25,15.72,10.79,4.92,0.98,1.48,0.98,0.02,0.49,0.49,0.98,7.62,0.53,8.5,76.17,0.0,0.04,0.02,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,NE,2025,NE,9,999.0,,0.07,,,1.0,999.0,7.23,7.23,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,56.29,,15.4,0.07,71.69,0.13,0.94,0.54,0.8,20.25,1.0,2.68,4.75,349.44,,,,,,1.0,,,,,,
202510919,BAL,9226,2025,MIA,9,9.0,,0.0,0.19,0.08,1.0,4.0,16.43,19.2,13.66,5.54,1.11,1.66,1.11,0.01,0.55,0.55,1.11,3.49,0.49,6.42,34.9,0.17,11.76,5.71,0.27,57.12,5.54,0.02,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
202510909,ARI,8110,2025,DAL,9,83.0,,0.0,0.08,0.04,1.0,9.0,8.99,11.59,6.4,5.19,1.04,1.56,1.04,0.01,0.52,0.52,1.04,4.1,0.39,6.49,40.96,,,,,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,11627,2025,DEN,9,92.0,3.29,0.0,0.04,0.02,1.0,39.0,8.26,9.91,6.61,3.29,0.66,0.99,0.66,0.01,0.33,0.33,0.66,4.07,0.41,6.2,40.7,0.0,0.18,0.08,0.01,0.75,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,12518,2025,IND,9,48.0,,0.0,0.17,0.08,1.0,4.0,11.43,14.06,8.8,5.26,1.05,1.58,1.05,0.01,0.53,0.53,1.05,6.4,0.38,6.92,64.02,0.0,0.43,0.17,0.02,1.69,,0.0,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,12529,2025,NE,9,52.0,,0.0,0.13,0.06,1.0,17.0,11.57,12.97,10.17,2.8,0.56,0.84,0.56,0.0,0.28,0.28,0.56,2.16,0.19,3.26,21.55,0.07,12.7,5.44,0.25,54.39,2.8,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,SEA,12533,2025,WAS,9,59.0,,0.0,0.18,0.08,1.0,20.0,11.27,11.99,10.56,1.43,0.29,0.43,0.29,0.0,0.14,0.14,0.29,1.21,0.12,2.07,12.14,0.05,13.97,5.93,0.47,59.35,1.43,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,12493,2025,LAC,9,62.0,,0.0,0.05,0.02,1.0,6.0,10.06,12.47,7.65,4.83,0.97,1.45,0.97,0.01,0.48,0.48,0.97,5.73,0.32,5.8,57.29,0.0,0.03,0.01,0.0,0.13,,0.0,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510909,ARI,3294,2025,DAL,9,50.0,,0.01,0.55,0.24,1.0,5.0,22.74,22.74,22.74,,,,,,,,,,,,,0.01,2.62,1.41,0.09,14.07,,0.01,,,,,,,,,,,,,69.42,0.07,36.46,25.31,0.32,26.34,11.15,0.79,0.04,2.46,2.25,263.38,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,BUF,4227,2025,KC,9,999.0,,,,,1.0,999.0,9.79,9.79,9.79,,,,,,,,,,,,,,,,,,,,,2.31,1.97,0.41,0.54,0.48,0.41,76.77,0.2,3.06,2.92,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,0.07,,,
202510928,PIT,6819,2025,IND,9,36.0,5.51,0.0,0.08,0.03,1.0,18.0,11.53,14.29,8.78,5.51,1.1,1.65,1.1,0.01,0.55,0.55,1.1,6.52,0.38,7.48,65.23,0.0,0.06,0.03,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510923,NYG,4034,2025,SF,9,1.0,,0.0,0.26,0.11,1.0,1.0,22.12,24.84,19.4,5.44,1.09,1.63,1.09,0.01,0.54,0.54,1.09,4.95,0.4,6.65,49.51,0.09,17.84,7.98,0.71,79.75,5.44,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,WAS,9488,2025,SEA,9,3.0,6.94,0.0,0.08,0.04,1.0,1.0,19.07,22.54,15.6,6.94,1.39,2.08,1.39,0.01,0.69,0.69,1.39,11.21,0.7,10.32,112.11,0.0,0.38,0.18,0.01,1.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,NE,8112,2025,ATL,9,26.0,5.12,0.0,0.05,0.02,1.0,10.0,12.79,15.35,10.23,5.12,1.02,1.54,1.02,0.01,0.51,0.51,1.02,7.6,0.43,8.82,75.99,0.0,0.08,0.03,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,7523,2025,JAX,9,99.0,,0.01,0.58,0.25,1.0,17.0,19.09,19.09,19.09,,,,,,,,,,,,,0.02,3.94,1.91,0.19,19.08,,0.01,,,,,,,,,,,,,63.8,0.06,32.03,20.43,0.26,22.57,11.59,0.69,0.03,1.94,1.51,225.73,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,NE,9509,2025,ATL,9,10.0,,0.0,0.18,0.08,1.0,5.0,17.02,19.15,14.9,4.26,0.85,1.28,0.85,0.0,0.43,0.43,0.85,3.61,0.26,5.31,36.11,0.11,16.98,7.55,0.38,75.49,4.26,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,DEN,2025,DEN,9,999.0,,0.05,,,1.0,999.0,7.16,7.16,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,39.0,,16.68,0.05,55.68,0.16,0.91,0.54,0.75,21.5,,2.47,4.9,315.1,,,,,0.05,1.0,1.0,,,,,
202510913,HOU,11563,2025,DEN,9,81.0,,0.01,0.39,0.17,1.0,10.0,20.34,20.34,20.34,,,,,,,,,,,,,0.02,5.0,2.31,0.23,23.09,,0.01,,,,,,,,,,,,,65.28,0.06,31.64,20.65,0.25,21.02,10.99,0.76,0.03,1.71,1.72,210.24,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,11560,2025,CHI,9,89.0,,0.01,0.64,0.28,1.0,14.0,19.64,19.64,19.64,,,,,,,,,,,,,0.02,5.46,3.3,0.18,33.02,,0.01,,,,,,,,,,,,,63.09,0.06,30.32,19.13,0.28,21.96,11.19,0.63,0.03,2.96,1.4,219.59,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,3678,2025,DEN,9,999.0,,,,,1.0,999.0,8.07,8.07,8.07,,,,,,,,,,,,,,,,,,,,,1.94,1.65,0.41,0.47,0.41,0.35,68.24,0.12,2.24,2.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.12,,,,,,,,
202510904,BUF,4098,2025,KC,9,60.0,,0.0,0.16,0.07,1.0,21.0,10.65,11.72,9.58,2.14,0.43,0.64,0.43,0.0,0.21,0.21,0.43,1.43,0.15,2.57,14.29,0.04,10.49,4.25,0.52,42.46,2.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,DET,5844,2025,MIN,9,131.0,,0.0,0.05,0.02,1.0,20.0,6.98,8.81,5.16,3.65,0.73,1.09,0.73,0.01,0.36,0.36,0.73,3.77,0.24,5.65,37.68,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,IND,5846,2025,PIT,9,35.0,4.26,0.0,0.06,0.02,1.0,17.0,12.22,14.35,10.09,4.26,0.85,1.28,0.85,0.01,0.43,0.43,0.85,6.73,0.56,7.01,67.28,0.0,0.04,0.02,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,5045,2025,DEN,9,55.0,3.96,0.0,0.05,0.02,1.0,28.0,10.92,12.9,8.94,3.96,0.79,1.19,0.79,0.01,0.4,0.4,0.79,6.04,0.48,6.8,60.39,,0.03,0.01,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,JAX,5947,2025,LV,9,68.0,4.04,0.0,0.06,0.02,1.0,31.0,9.48,11.5,7.46,4.04,0.81,1.21,0.81,0.01,0.4,0.4,0.81,5.3,0.33,6.19,52.95,0.0,0.28,0.16,0.01,1.57,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,8121,2025,GB,9,86.0,3.33,0.0,0.08,0.03,1.0,37.0,8.98,10.64,7.32,3.33,0.67,1.0,0.67,0.01,0.33,0.33,0.67,4.75,0.43,5.55,47.47,,0.03,0.02,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,6806,2025,DEN,9,58.0,,0.0,0.23,0.1,1.0,19.0,11.4,12.28,10.53,1.75,0.35,0.52,0.35,0.0,0.17,0.17,0.35,0.98,0.1,2.21,9.79,0.09,12.93,5.86,0.54,58.64,1.75,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,9500,2025,IND,9,97.0,3.7,0.0,0.05,0.02,1.0,41.0,7.84,9.69,5.99,3.7,0.74,1.11,0.74,0.01,0.37,0.37,0.74,4.32,0.27,4.98,43.24,0.0,0.09,0.04,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,0.74,6.98,,,,,,,,,,,,,,,,,,,,,,,
202510909,DAL,11628,2025,ARI,9,37.0,4.29,0.0,0.06,0.02,1.0,19.0,12.01,14.16,9.87,4.29,0.86,1.29,0.86,0.01,0.43,0.43,0.86,6.86,0.49,7.25,68.57,0.0,0.13,0.07,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,DET,11792,2025,MIN,9,999.0,,,,,1.0,999.0,8.11,8.11,8.11,,,,,,,,,,,,,,,,,,,,,1.93,1.63,0.35,0.47,0.47,0.35,68.77,0.12,2.28,2.16,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.12,,,,,,,,
202510925,LV,JAX,2025,JAX,9,999.0,,,,,1.0,999.0,6.86,6.86,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,59.96,,17.87,0.07,77.83,0.07,0.73,0.58,0.8,21.25,,2.77,5.32,350.85,,,,,,,1.0,1.0,,,,
202510923,SF,12508,2025,NYG,9,65.0,,0.01,0.5,0.22,1.0,7.0,21.12,21.12,21.12,,,,,,,,,,,,,0.03,6.36,3.02,0.27,30.23,,0.01,,,,,,,,,,,,,62.52,0.04,31.05,19.41,0.14,21.14,11.64,0.76,0.04,2.81,1.7,211.43,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,MIA,3198,2025,BAL,9,14.0,,0.0,0.21,0.09,1.0,8.0,17.44,17.96,16.92,1.03,0.21,0.31,0.21,0.0,0.1,0.1,0.21,0.93,0.09,1.22,9.28,0.28,17.8,9.47,1.02,94.66,1.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,BUF,1466,2025,KC,9,71.0,,0.0,0.07,0.03,1.0,8.0,9.73,12.09,7.37,4.72,0.94,1.42,0.94,0.01,0.47,0.47,0.94,5.05,0.39,6.22,50.48,0.0,0.04,0.02,0.0,0.2,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,DET,4199,2025,MIN,9,94.0,,0.0,0.15,0.07,1.0,29.0,8.5,9.51,7.49,2.02,0.4,0.61,0.4,0.0,0.2,0.2,0.4,1.36,0.14,2.73,13.61,0.05,9.74,4.08,0.22,40.78,2.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,LAC,5967,2025,TEN,9,114.0,,0.0,0.08,0.03,1.0,32.0,7.77,8.68,6.86,1.82,0.36,0.55,0.36,0.0,0.18,0.18,0.36,1.04,0.07,2.37,10.41,0.04,9.89,4.48,0.16,44.79,1.82,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,5857,2025,CIN,9,130.0,,0.0,0.04,0.02,1.0,19.0,7.19,8.95,5.43,3.51,0.7,1.05,0.7,0.01,0.35,0.35,0.7,3.72,0.29,4.52,37.19,,,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,DET,6794,2025,MIN,9,20.0,5.01,0.0,0.05,0.02,1.0,7.0,13.62,16.12,11.11,5.01,1.0,1.5,1.0,0.01,0.5,0.5,1.0,8.27,0.47,8.84,82.68,0.0,0.02,0.01,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510909,ARI,8137,2025,DAL,9,34.0,4.39,0.0,0.07,0.03,1.0,16.0,12.26,14.46,10.07,4.39,0.88,1.32,0.88,0.01,0.44,0.44,0.88,6.85,0.53,7.07,68.51,0.0,0.13,0.06,0.0,0.63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,LAC,2025,LAC,9,999.0,,0.07,,,1.0,999.0,7.9,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,56.41,,18.76,0.07,75.17,0.14,0.92,0.56,0.85,17.25,1.0,2.75,5.5,292.41,1.0,,,,,,,,,0.07,0.07,0.07
202510911,MIN,3163,2025,DET,9,75.0,,0.01,0.45,0.19,1.0,9.0,20.57,20.57,20.57,,,,,,,,,,,,,0.01,1.82,0.65,0.05,6.49,,0.0,,,,,,,,,,,,,70.01,0.07,31.07,21.75,0.35,26.18,9.32,0.69,0.03,2.04,2.0,261.79,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,KC,17,2025,BUF,9,999.0,,,,,1.0,999.0,9.13,9.13,9.13,,,,,,,,,,,,,,,,,,,,,2.09,1.83,0.26,0.78,0.52,0.26,76.73,0.26,3.13,2.87,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,SEA,5872,2025,WAS,9,40.0,4.98,0.0,0.08,0.03,1.0,21.0,11.52,14.01,9.03,4.98,1.0,1.49,1.0,0.01,0.5,0.5,1.0,5.7,0.42,7.74,57.0,0.01,1.2,0.52,0.05,5.19,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,LAR,7002,2025,NO,9,125.0,,0.0,0.04,0.02,1.0,17.0,7.28,9.12,5.44,3.69,0.74,1.11,0.74,0.01,0.37,0.37,0.74,3.8,0.28,5.65,38.04,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,6813,2025,IND,9,2.0,,0.0,0.22,0.1,1.0,2.0,20.75,22.44,19.06,3.38,0.68,1.01,0.68,0.0,0.34,0.34,0.68,2.48,0.19,3.96,24.83,0.28,18.7,8.85,1.12,88.54,3.38,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,NE,7553,2025,ATL,9,96.0,,0.0,0.04,0.02,1.0,12.0,8.4,10.41,6.39,4.02,0.8,1.21,0.8,0.01,0.4,0.4,0.8,4.76,0.28,5.95,47.59,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,IND,7567,2025,PIT,9,127.0,,0.0,0.13,0.06,1.0,34.0,7.28,8.1,6.46,1.63,0.33,0.49,0.33,0.0,0.16,0.16,0.33,0.97,0.09,1.92,9.66,0.03,7.5,2.99,0.34,29.93,1.63,0.01,,,,,,,,,,,,,,,,,,,,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,GB,7594,2025,CAR,9,141.0,,0.0,0.09,0.04,1.0,37.0,6.1,7.13,5.06,2.07,0.41,0.62,0.41,0.0,0.21,0.21,0.41,1.07,0.12,2.51,10.74,0.03,7.46,2.72,0.1,27.25,2.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,LAR,8144,2025,NO,9,31.0,5.6,0.0,0.07,0.03,1.0,13.0,12.04,14.84,9.24,5.6,1.12,1.68,1.12,0.01,0.56,0.56,1.12,6.89,0.39,10.16,68.94,0.0,0.05,0.02,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,9504,2025,NE,9,88.0,3.01,0.0,0.04,0.02,1.0,38.0,8.7,10.21,7.2,3.01,0.6,0.9,0.6,0.01,0.3,0.3,0.6,4.74,0.41,4.5,47.36,0.0,0.05,0.02,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,LAC,9508,2025,TEN,9,101.0,,0.0,0.18,0.08,1.0,30.0,8.25,9.2,7.3,1.9,0.38,0.57,0.38,0.0,0.19,0.19,0.38,1.19,0.09,2.37,11.93,0.03,8.31,3.84,0.31,38.36,1.9,0.01,,,,,,,,,,,,,,,,,,,,,,,,,10.43,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,11635,2025,LAC,9,33.0,5.09,0.0,0.06,0.03,1.0,15.0,12.1,14.64,9.55,5.09,1.02,1.53,1.02,0.01,0.51,0.51,1.02,6.91,0.43,7.15,69.14,0.0,0.11,0.05,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,0.13,1.2,,,,,,,,,,,,,,,,,,,,,,,
202510932,NO,LAR,2025,LAR,9,999.0,,0.07,,,1.0,999.0,8.36,8.36,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,55.88,,20.26,0.07,76.14,0.14,1.08,0.65,0.87,15.25,1.0,3.24,6.13,291.89,1.0,,,,,,,,,,,
202510928,IND,1945,2025,PIT,9,999.0,,,,,1.0,999.0,9.21,9.21,9.21,,,,,,,,,,,,,,,,,,,,,2.19,1.93,0.45,0.58,0.52,0.39,80.27,0.13,2.25,2.19,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,
202510904,BUF,4046,2025,KC,9,22.0,,0.01,0.34,0.15,1.0,1.0,25.11,25.11,25.11,,,,,,,,,,,,,0.02,4.84,3.59,0.23,35.87,,0.01,,,,,,,,,,,,,66.57,0.09,36.18,24.08,0.31,25.92,12.09,0.82,0.03,2.14,2.06,259.22,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,4983,2025,CHI,9,80.0,3.61,0.0,0.05,0.02,1.0,36.0,9.17,10.97,7.36,3.61,0.72,1.08,0.72,0.01,0.36,0.36,0.72,4.81,0.25,5.37,48.1,0.0,1.53,0.78,0.05,7.77,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,MIA,5012,2025,BAL,9,116.0,,0.0,0.06,0.03,1.0,14.0,7.93,9.54,6.32,3.22,0.64,0.96,0.64,0.01,0.32,0.32,0.64,3.69,0.43,4.01,36.92,0.0,0.1,0.04,0.0,0.39,,0.0,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,6801,2025,CIN,9,53.0,3.86,0.0,0.05,0.02,1.0,27.0,11.25,13.18,9.32,3.86,0.77,1.16,0.77,0.01,0.39,0.39,0.77,6.05,0.54,6.52,60.46,,0.07,0.03,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,GB,7021,2025,CAR,9,85.0,,0.0,0.2,0.09,1.0,28.0,9.45,10.49,8.41,2.08,0.42,0.62,0.42,0.0,0.21,0.21,0.42,1.32,0.14,2.48,13.17,0.04,12.35,5.16,0.21,51.64,2.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510909,ARI,7588,2025,DAL,9,13.0,,0.0,0.25,0.11,1.0,7.0,16.72,18.26,15.18,3.08,0.62,0.93,0.62,0.0,0.31,0.31,0.62,1.51,0.16,3.83,15.13,0.07,16.59,8.11,0.79,81.13,3.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,9484,2025,GB,9,47.0,,0.0,0.07,0.03,1.0,3.0,11.99,14.11,9.86,4.25,0.85,1.27,0.85,0.01,0.42,0.42,0.85,6.13,0.63,5.72,61.29,0.0,0.01,0.0,0.0,0.04,,0.0,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,KC,8134,2025,BUF,9,44.0,4.85,0.0,0.07,0.03,1.0,24.0,11.2,13.63,8.78,4.85,0.97,1.45,0.97,0.01,0.48,0.48,0.97,5.98,0.47,6.69,59.77,0.0,0.08,0.04,0.0,0.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,1.3,,,,,,,,,,,,,,,,,,,,,,,
202510923,SF,8126,2025,NYG,9,43.0,5.08,0.0,0.09,0.04,1.0,23.0,11.17,13.71,8.63,5.08,1.02,1.52,1.02,0.01,0.51,0.51,1.02,5.52,0.47,7.73,55.21,0.0,0.47,0.24,0.01,2.43,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.56,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,IND,2025,IND,9,999.0,,0.06,,,1.0,999.0,6.69,6.69,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,52.26,,16.7,0.06,68.96,0.13,0.7,0.51,0.76,24.5,,2.55,5.04,325.94,,,,,,1.0,1.0,,,,,
