game_id,opponent,player_id,season,team,week,stat_gms_active,stat_pos_rank_half_ppr,stat_pos_rank_ppr,stat_pos_rank_std,stat_bonus_fd_wr,stat_bonus_rec_wr,stat_gp,stat_gs,stat_pts_half_ppr,stat_pts_ppr,stat_pts_std,stat_rec,stat_rec_10_19,stat_rec_5_9,stat_rec_air_yd,stat_rec_fd,stat_rec_lng,stat_rec_tgt,stat_rec_yar,stat_rec_yd,stat_rec_ypr,stat_rec_ypt,stat_rush_rec_yd,stat_bonus_fd_te,stat_bonus_rec_te,stat_bonus_rec_rb,stat_fum,stat_fum_lost,stat_pass_rush_yd,stat_rec_0_4,stat_rush_att,stat_rush_lng,stat_rush_yd,stat_rush_ypa,stat_fga,stat_fgm,stat_fgm_30_39,stat_fgm_50_59,stat_fgm_50p,stat_fgm_lng,stat_fgm_pct,stat_fgm_yds,stat_fgm_yds_over_30,stat_kick_pts,stat_xpa,stat_xpm,stat_rush_td_lng,stat_pass_int,stat_pass_air_yd,stat_pass_sack_yds,stat_rush_td,stat_pass_ypc,stat_pass_lng,stat_pass_rtg,stat_rush_fd,stat_pass_int_td,stat_pass_att,stat_pass_rz_att,stat_pass_sack,stat_pass_cmp,stat_cmp_pct,stat_pass_ypa,stat_pass_fd,stat_pass_yd,stat_rush_rz_att,stat_pass_td,stat_anytime_tds,stat_bonus_fd_qb,stat_pass_td_lng,stat_pass_inc,stat_rec_rz_tgt,stat_tm_def_snp,stat_tm_st_snp,stat_tm_off_snp,stat_off_snp,stat_rush_yac,stat_kr_lng,stat_pr,stat_rec_20_29,stat_idp_tkl,stat_kr_ypa,stat_idp_tkl_solo,stat_kr,stat_kr_yd,stat_pr_ypa,stat_pts_idp,stat_pr_lng,stat_pr_yd,stat_sack,stat_qb_hit,stat_def_forced_punts,stat_def_pr_yd,stat_penalty,stat_tkl_ast,stat_def_kr_yd,stat_pts_allow,stat_def_pr,stat_fan_pts_allow_k,stat_def_st_tkl_solo,stat_def_pr_ypa,stat_ff,stat_def_kr_ypa,stat_yds_allow_200_299,stat_pts_allow_14_20,stat_def_pr_lng,stat_int,stat_tkl_solo_misc,stat_yds_allow,stat_fan_pts_allow_def,stat_def_kr,stat_def_kr_lng,stat_penalty_yd,stat_def_3_and_out,stat_fan_pts_allow_qb,stat_fan_pts_allow_wr,stat_tkl_loss,stat_def_pass_def,stat_fan_pts_allow_te,stat_tkl,stat_tkl_solo,stat_fan_pts_allow,stat_td,stat_fan_pts_allow_rb,stat_bonus_rush_rec_yd_100,stat_rush_tkl_loss_yd,stat_bonus_rush_att_20,stat_bonus_fd_rb,stat_rush_tkl_loss,stat_bonus_rush_yd_100,stat_rec_30_39,stat_rec_td,stat_rec_td_lng,stat_bonus_rec_yd_100,stat_first_td,stat_rec_40p,stat_pass_cmp_40p,stat_fgm_20_29,stat_fgm_40_49,stat_fgmiss,stat_fgmiss_50_59,stat_fgmiss_50p,stat_rec_td_40p,stat_sack_yd,stat_def_st_fum_rec,stat_blk_kick,stat_fgm_60p,stat_fg_blkd,stat_pts_allow_21_27,stat_bonus_pass_cmp_25,stat_bonus_pass_yd_300,stat_yds_allow_350_399,stat_int_ret_yd,stat_fum_rec,stat_def_4_and_stop,stat_def_st_ff,stat_st_td,stat_st_tkl_solo,stat_pts_allow_1_6,stat_yds_allow_300_349,stat_fum_ret_yd,stat_bonus_pass_yd_400,stat_pass_2pt,stat_pass_td_40p,stat_fgmiss_40_49,stat_rec_drop,stat_rush_btkl,stat_fgm_0_19,stat_pass_td_50p,stat_rec_2pt,stat_pts_allow_28_34,stat_pts_allow_7_13
202510934,TEN,8259,2025,LAC,9,1.0,999.0,999.0,999.0,,,1.0,,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,52.0,100.0,79.0,22.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
202510919,MIA,BAL,2025,BAL,9,,999.0,999.0,999.0,,,1.0,,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,3.0,17.0,5.0,25.0,77.0,6.0,1.0,7.0,6.0,17.0,2.0,25.67,,,17.0,1.0,,332.0,1.0,3.0,30.0,56.0,1.0,9.54,27.3,3.0,4.0,9.9,60.0,35.0,72.24,4.0,18.5,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,9.0,2.0,1.0,,,,1.0,1.0,11.0,,,,,,,,,,,
202510907,CHI,19,2025,CIN,9,1.0,2.0,2.0,2.0,,,1.0,1.0,32.7,32.7,32.7,,,,,,,,,,,,-1.0,,,,1.0,1.0,469.0,,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,2.0,287.0,21.0,,15.16,44.0,109.4,,,47.0,6.0,3.0,31.0,65.96,10.0,18.0,470.0,,4.0,,18.0,44.0,16.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
202510935,SEA,1339,2025,WAS,9,1.0,21.0,21.0,22.0,,,1.0,1.0,6.6,8.6,4.6,4.0,,2.0,42.0,2.0,25.0,4.0,4.0,46.0,11.5,11.5,46.0,2.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,GB,12526,2025,CAR,9,1.0,44.0,40.0,42.0,3.0,4.0,1.0,1.0,6.6,8.6,4.6,4.0,3.0,,45.0,3.0,16.0,6.0,1.0,46.0,11.5,7.67,46.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,2020,2025,CHI,9,1.0,999.0,999.0,999.0,,,1.0,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,36.0,66.67,60.0,6.0,11.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
202510921,ATL,2449,2025,NE,9,1.0,24.0,27.0,20.0,1.0,3.0,1.0,1.0,11.3,12.8,9.8,3.0,1.0,1.0,30.0,1.0,21.0,4.0,8.0,38.0,12.67,9.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,NO,421,2025,LAR,9,1.0,8.0,8.0,8.0,,,1.0,1.0,26.84,26.84,26.84,,,,,,,,,,,,-4.0,,,,,,277.0,,4.0,-1.0,-4.0,-1.0,,,,,,,,,,,,,,,176.0,14.0,,11.71,39.0,140.8,,,32.0,10.0,2.0,24.0,75.0,8.78,10.0,281.0,,4.0,,10.0,39.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,5892,2025,DET,9,1.0,21.0,21.0,21.0,,,1.0,,10.0,11.0,9.0,2.0,1.0,,-6.0,1.0,13.0,4.0,16.0,10.0,5.0,2.5,50.0,,,2.0,1.0,1.0,40.0,,11.0,11.0,40.0,3.64,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,5850,2025,GB,9,1.0,4.0,4.0,5.0,,,1.0,1.0,18.0,20.0,16.0,4.0,,1.0,-2.0,,7.0,5.0,15.0,13.0,3.25,2.6,100.0,,,4.0,,,87.0,2.0,17.0,18.0,87.0,5.12,,,,,,,,,,,,,1.0,,,,1.0,,,,5.0,,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-3.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,SEA,11566,2025,WAS,9,1.0,17.0,17.0,17.0,,,1.0,1.0,16.22,16.22,16.22,,,,,,,,,,,,51.0,,,,,,204.0,,10.0,12.0,51.0,5.1,,,,,,,,,,,,,1.0,1.0,82.0,20.0,1.0,9.56,25.0,72.7,1.0,,22.0,3.0,4.0,16.0,72.73,6.95,8.0,153.0,2.0,,1.0,9.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,BAL,7526,2025,MIA,9,1.0,25.0,23.0,27.0,4.0,6.0,1.0,1.0,11.2,14.2,8.2,6.0,2.0,1.0,66.0,4.0,24.0,9.0,16.0,82.0,13.67,9.11,82.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,56.0,24.0,64.0,51.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,DEN,7569,2025,HOU,9,1.0,26.0,22.0,28.0,5.0,7.0,1.0,1.0,11.0,14.5,7.5,7.0,2.0,3.0,62.0,5.0,26.0,11.0,13.0,75.0,10.71,6.82,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,BAL,9226,2025,MIA,9,1.0,11.0,10.0,16.0,,,1.0,1.0,13.6,16.6,10.6,6.0,1.0,2.0,-7.0,1.0,19.0,10.0,46.0,39.0,6.5,3.9,106.0,,,6.0,,,67.0,3.0,14.0,22.0,67.0,4.79,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,1.0,56.0,24.0,64.0,58.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,
202510921,ATL,NE,2025,NE,9,,999.0,999.0,999.0,,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,15.0,2.0,16.0,79.0,23.0,2.0,4.0,5.0,7.5,1.0,26.33,1.0,,13.0,,2.0,288.0,12.0,3.0,31.0,15.0,3.0,22.74,41.3,2.0,5.0,7.8,41.0,25.0,94.04,3.0,18.2,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
202510934,TEN,12493,2025,LAC,9,1.0,15.0,9.0,17.0,,,1.0,1.0,9.3,11.8,6.8,5.0,1.0,3.0,47.0,2.0,34.0,5.0,21.0,68.0,13.6,13.6,68.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,12518,2025,IND,9,1.0,27.0,24.0,31.0,,,1.0,,5.1,7.6,2.6,5.0,,3.0,13.0,1.0,9.0,7.0,13.0,26.0,5.2,3.71,26.0,1.0,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,12529,2025,NE,9,1.0,20.0,15.0,22.0,,,1.0,1.0,10.7,12.7,8.7,4.0,2.0,,-2.0,2.0,19.0,6.0,34.0,32.0,8.0,5.33,87.0,,,4.0,,,55.0,2.0,14.0,8.0,55.0,3.93,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510923,NYG,4034,2025,SF,9,1.0,1.0,1.0,1.0,,,1.0,1.0,31.8,34.3,29.3,5.0,1.0,2.0,12.0,2.0,39.0,6.0,55.0,67.0,13.4,11.17,173.0,,,5.0,,,106.0,1.0,28.0,16.0,106.0,3.79,,,,,,,,,,,,,3.0,,,,1.0,,,,4.0,,,,,,,,,,4.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-9.0,1.0,6.0,4.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,BUF,4227,2025,KC,9,1.0,999.0,999.0,999.0,,,1.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,46.0,100.0,65.0,16.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
202510907,CHI,6770,2025,CIN,9,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,6819,2025,IND,9,1.0,10.0,8.0,15.0,6.0,9.0,1.0,1.0,16.0,20.5,11.5,9.0,6.0,1.0,95.0,6.0,21.0,12.0,20.0,115.0,12.78,9.58,115.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,7523,2025,JAX,9,1.0,11.0,11.0,11.0,,,1.0,1.0,22.2,22.2,22.2,,,,,,,,,,,,24.0,,,,,,244.0,,9.0,7.0,24.0,2.67,,,,,,,,,,,,,7.0,1.0,130.0,4.0,2.0,9.57,34.0,73.2,2.0,,34.0,3.0,1.0,23.0,67.65,6.47,9.0,220.0,5.0,,2.0,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,NE,8112,2025,ATL,9,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,34.3,38.8,29.8,9.0,3.0,2.0,103.0,5.0,40.0,14.0,15.0,118.0,13.11,8.43,118.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,1.0,,,,,,,3.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,WAS,9488,2025,SEA,9,1.0,8.0,6.0,9.0,6.0,8.0,1.0,1.0,18.0,22.0,14.0,8.0,4.0,1.0,82.0,5.0,26.0,9.0,47.0,129.0,16.13,14.33,140.0,,,,,,11.0,,1.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,NE,9509,2025,ATL,9,1.0,12.0,7.0,20.0,,,1.0,1.0,13.6,17.6,9.6,8.0,2.0,3.0,16.0,3.0,12.0,10.0,34.0,50.0,6.25,5.0,96.0,,,8.0,,,46.0,3.0,12.0,15.0,46.0,3.83,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,DEN,2025,DEN,9,,999.0,999.0,999.0,,,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,8.0,30.0,4.0,32.0,76.0,15.0,4.0,17.0,6.0,7.5,,25.33,1.0,1.0,12.0,,,268.0,6.0,3.0,28.0,41.0,7.0,10.54,28.2,4.0,6.0,14.9,69.0,37.0,77.94,2.0,7.3,,,,,,,,,,,,,,,,,,,,25.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,11560,2025,CHI,9,1.0,1.0,1.0,1.0,,,1.0,1.0,37.7,38.7,36.7,2.0,,,-3.0,1.0,20.0,2.0,25.0,22.0,11.0,11.0,75.0,,,,,,333.0,1.0,5.0,14.0,53.0,10.6,,,,,,,,,,,,,,,115.0,9.0,,14.0,58.0,114.8,2.0,,34.0,5.0,2.0,20.0,58.82,8.24,12.0,280.0,1.0,3.0,1.0,15.0,58.0,14.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,
202510913,HOU,11563,2025,DEN,9,1.0,13.0,13.0,13.0,,,1.0,1.0,19.52,19.52,19.52,,,,,,,,,,,,36.0,,,,,,209.0,,3.0,25.0,36.0,12.0,,,,,,,,,,,,,,1.0,81.0,2.0,,9.61,30.0,68.9,1.0,,37.0,,1.0,18.0,48.65,4.68,7.0,173.0,,2.0,,8.0,30.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
202510913,HOU,11627,2025,DEN,9,1.0,45.0,43.0,46.0,2.0,4.0,1.0,1.0,6.3,8.3,4.3,4.0,1.0,1.0,23.0,1.0,13.0,10.0,4.0,27.0,6.75,2.7,23.0,,,,,,-4.0,2.0,2.0,2.0,-4.0,-2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
202510913,HOU,3678,2025,DEN,9,1.0,999.0,999.0,999.0,,,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,34.0,50.0,34.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
202510935,SEA,12533,2025,WAS,9,1.0,35.0,36.0,34.0,,,1.0,1.0,4.6,5.1,4.1,1.0,,,2.0,,3.0,1.0,1.0,3.0,3.0,3.0,41.0,,,1.0,,,38.0,1.0,12.0,6.0,38.0,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,BUF,4098,2025,KC,9,1.0,16.0,17.0,12.0,,,1.0,1.0,12.0,12.5,11.5,1.0,,1.0,-3.0,,6.0,2.0,9.0,6.0,6.0,3.0,55.0,,,1.0,,,49.0,,11.0,13.0,49.0,4.45,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,DET,5844,2025,MIN,9,1.0,17.0,19.0,16.0,,,1.0,1.0,8.1,9.1,7.1,2.0,,1.0,11.0,,7.0,3.0,,11.0,5.5,3.67,11.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,IND,5846,2025,PIT,9,1.0,76.0,72.0,83.0,,2.0,1.0,1.0,1.6,2.6,0.6,2.0,,1.0,,,6.0,4.0,6.0,6.0,3.0,1.5,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,JAX,5947,2025,LV,9,1.0,56.0,50.0,58.0,1.0,4.0,1.0,,4.3,6.3,2.3,4.0,,3.0,11.0,1.0,7.0,6.0,12.0,23.0,5.75,3.83,23.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
