dt,WVHT,DPD,APD,MWD,WTMP
2025-04-26T10:56:00Z,0.9,9,5,84,23.7
2025-04-26T10:26:00Z,1,9,5,80,23.7
2025-04-26T09:56:00Z,1,9,5.2,86,23.7
2025-04-26T09:26:00Z,1,9,5,83,23.7
2025-04-26T08:56:00Z,1,9,4.8,89,23.7
2025-04-26T08:26:00Z,0.9,8,4.8,89,23.7
2025-04-26T07:56:00Z,1,9,4.9,90,23.7
2025-04-26T07:26:00Z,1,8,5.1,84,23.7
2025-04-26T06:56:00Z,1,8,5.3,87,23.7
2025-04-26T06:26:00Z,0.9,9,5.2,90,23.7
2025-04-26T05:56:00Z,0.9,9,5.3,83,23.8
2025-04-26T05:26:00Z,0.9,9,5.6,84,23.8
2025-04-26T04:56:00Z,0.8,9,5.3,90,23.8
2025-04-26T04:26:00Z,0.8,9,5.5,89,23.8
2025-04-26T03:56:00Z,0.8,9,5.5,89,23.9
2025-04-26T03:26:00Z,0.8,9,5.4,80,23.9
2025-04-26T02:56:00Z,0.8,10,5.9,84,24
2025-04-26T02:26:00Z,0.8,9,5.6,86,24
2025-04-26T01:56:00Z,0.8,9,5.6,84,24.1
2025-04-26T01:26:00Z,0.8,9,5.7,86,24.1
2025-04-26T00:56:00Z,0.8,9,5.9,84,24.1
2025-04-26T00:26:00Z,0.8,9,5.6,87,24.1
2025-04-25T23:56:00Z,0.8,10,5.5,83,24.2
2025-04-25T23:26:00Z,0.8,9,5.4,82,24.2
2025-04-25T22:56:00Z,0.9,9,5.4,89,24.2
2025-04-25T22:26:00Z,0.9,9,5.6,84,24.3
2025-04-25T21:56:00Z,0.9,9,5.3,87,24.3
2025-04-25T21:26:00Z,0.9,9,5.6,89,24.4
2025-04-25T20:56:00Z,0.9,9,5.6,84,24.4
2025-04-25T20:26:00Z,0.9,9,5.5,90,24.5
2025-04-25T19:56:00Z,0.9,9,5.8,89,24.4
2025-04-25T19:26:00Z,0.9,8,5.4,90,24.3
2025-04-25T18:56:00Z,0.9,8,5.4,91,24.3
2025-04-25T18:26:00Z,0.9,9,5.5,89,24.2
2025-04-25T17:56:00Z,0.9,9,5.5,91,24.2
2025-04-25T17:26:00Z,0.9,8,5.7,86,24.1
2025-04-25T16:56:00Z,0.9,9,5.6,87,24
2025-04-25T16:26:00Z,0.8,9,5.4,91,23.9
2025-04-25T15:56:00Z,0.9,10,5.6,89,23.9
2025-04-25T15:26:00Z,0.8,9,5.2,93,23.8
2025-04-25T14:56:00Z,0.9,9,5.5,93,23.7
2025-04-25T14:26:00Z,0.8,8,5.1,84,23.7
2025-04-25T13:56:00Z,0.9,9,5.2,90,23.7
2025-04-25T13:26:00Z,0.9,9,5.2,90,23.7
2025-04-25T12:56:00Z,0.9,9,4.9,97,23.6
2025-04-25T12:26:00Z,0.9,9,4.9,89,23.6
2025-04-25T11:56:00Z,0.9,9,4.9,90,23.6
2025-04-25T11:26:00Z,1,9,4.8,86,23.6
2025-04-25T10:56:00Z,1,9,4.7,87,23.6
2025-04-25T10:26:00Z,1,9,4.5,91,23.6
2025-04-25T09:56:00Z,1,8,4.5,89,23.6
2025-04-25T09:26:00Z,1,8,4.4,82,23.6
2025-04-25T08:56:00Z,1,9,4.1,96,23.7
2025-04-25T08:26:00Z,1,8,4.1,90,23.7
2025-04-25T07:56:00Z,1,8,4.2,89,23.7
2025-04-25T07:26:00Z,0.9,8,4.2,90,23.7
2025-04-25T06:56:00Z,0.9,8,4.2,87,23.8
2025-04-25T06:26:00Z,0.9,9,4.7,87,23.8
2025-04-25T05:56:00Z,0.8,9,4.8,91,23.8
2025-04-25T05:26:00Z,0.7,9,5,94,23.9
2025-04-25T04:56:00Z,0.7,9,5.2,90,23.9
2025-04-25T04:26:00Z,0.7,8,5.2,86,23.9
2025-04-25T03:56:00Z,0.8,8,5.3,86,23.9
2025-04-25T03:26:00Z,0.7,8,5.1,90,23.9
2025-04-25T02:56:00Z,0.7,9,5.1,91,23.9
2025-04-25T02:26:00Z,0.7,9,5.1,89,23.9
2025-04-25T01:56:00Z,0.8,9,5.2,93,24
2025-04-25T01:26:00Z,0.8,9,5,82,24
2025-04-25T00:56:00Z,0.8,9,4.8,84,24
2025-04-25T00:26:00Z,0.8,8,4.9,87,24.1
2025-04-24T23:56:00Z,0.8,9,4.8,93,24.1
2025-04-24T23:26:00Z,0.8,9,4.8,86,24.1
2025-04-24T22:56:00Z,0.9,9,5.1,91,24.2
2025-04-24T22:26:00Z,0.8,8,5.1,84,24.3
2025-04-24T21:56:00Z,0.8,8,5.1,80,24.5
2025-04-24T21:26:00Z,0.8,8,4.9,86,24.8
2025-04-24T20:56:00Z,0.9,8,5.2,82,24.5
2025-04-24T20:26:00Z,0.8,8,5,79,24.9
2025-04-24T19:56:00Z,0.9,8,5,89,25
2025-04-24T19:26:00Z,0.8,8,5,79,24.9
2025-04-24T18:56:00Z,0.9,8,5.1,93,24.7
2025-04-24T18:26:00Z,0.8,8,5,90,24.7
2025-04-24T17:56:00Z,0.8,8,5.2,90,24.5
2025-04-24T17:26:00Z,0.9,8,5.4,90,24.3
2025-04-24T16:56:00Z,0.8,8,5.2,87,24.2
2025-04-24T16:26:00Z,0.8,8,5.2,91,23.9
2025-04-24T15:56:00Z,0.8,8,5.3,93,23.9
2025-04-24T15:26:00Z,0.9,8,5.6,91,23.8
2025-04-24T14:56:00Z,0.8,8,5.2,97,23.7
2025-04-24T14:26:00Z,0.8,9,5.3,89,23.6
2025-04-24T13:56:00Z,0.8,9,4.9,89,23.6
2025-04-24T13:26:00Z,0.8,9,5,90,23.5
2025-04-24T12:56:00Z,0.9,9,5.1,89,23.5
2025-04-24T12:26:00Z,0.9,9,5,82,23.5
2025-04-24T11:56:00Z,0.8,8,4.9,87,23.5
2025-04-24T11:26:00Z,0.8,8,4.7,83,23.5
2025-04-24T10:56:00Z,0.8,8,5,90,23.4
2025-04-24T10:26:00Z,0.7,9,4.8,84,23.5
2025-04-24T09:56:00Z,0.8,9,4.9,86,23.5
2025-04-24T09:26:00Z,0.8,8,5,89,23.5
2025-04-24T08:56:00Z,0.8,9,4.9,87,23.5
2025-04-24T08:26:00Z,0.8,8,4.8,89,23.5
2025-04-24T07:56:00Z,0.8,8,4.7,93,23.6
2025-04-24T07:26:00Z,0.7,8,4.7,84,23.6
2025-04-24T06:56:00Z,0.8,8,4.9,89,23.6
2025-04-24T06:26:00Z,0.8,8,4.8,90,23.6
2025-04-24T05:56:00Z,0.8,8,5.1,96,23.6
2025-04-24T05:26:00Z,0.7,8,5.2,90,23.6
2025-04-24T04:56:00Z,0.7,8,5.2,90,23.7
2025-04-24T04:26:00Z,0.7,8,5.1,89,23.7
2025-04-24T03:56:00Z,0.7,8,5.2,89,23.7
2025-04-24T03:26:00Z,0.7,8,5,86,23.7
2025-04-24T02:56:00Z,0.7,9,5.1,86,23.7
2025-04-24T02:26:00Z,0.7,9,5,83,23.7
2025-04-24T01:56:00Z,0.7,9,4.8,89,23.7
2025-04-24T01:26:00Z,0.7,9,4.7,82,23.7
2025-04-24T00:56:00Z,0.7,9,5,89,23.8
2025-04-24T00:26:00Z,0.7,10,5.1,90,23.8
2025-04-23T23:56:00Z,0.7,9,5,86,23.8
2025-04-23T23:26:00Z,0.6,9,5,100,23.9
2025-04-23T22:56:00Z,0.7,9,5.4,90,24
2025-04-23T22:26:00Z,0.6,10,5.6,94,24.1
2025-04-23T21:56:00Z,0.7,9,5.8,94,24.2
2025-04-23T21:26:00Z,0.6,9,5.9,89,24.3
2025-04-23T20:56:00Z,0.6,9,6,96,24.3
2025-04-23T20:26:00Z,0.6,9,5.7,91,24.3
2025-04-23T19:56:00Z,0.7,9,6.2,94,24.3
2025-04-23T19:26:00Z,0.7,10,6.2,90,24.7
2025-04-23T18:56:00Z,0.7,9,6.2,89,25
2025-04-23T18:26:00Z,0.7,10,6.1,83,25.2
2025-04-23T17:56:00Z,0.7,8,5.9,97,25.2
2025-04-23T17:26:00Z,0.7,10,6,86,25.1
2025-04-23T16:56:00Z,0.7,9,6,84,25.1
2025-04-23T16:26:00Z,0.7,8,6.3,90,24.9
2025-04-23T15:56:00Z,0.7,9,6,86,24.8
2025-04-23T15:26:00Z,0.6,10,5.8,84,24.1
2025-04-23T14:56:00Z,0.7,9,6.2,87,23.9
2025-04-23T14:26:00Z,0.6,9,5.9,94,23.7
2025-04-23T13:56:00Z,0.6,9,5.9,87,23.6
2025-04-23T13:26:00Z,0.7,9,6,91,23.4
2025-04-23T12:56:00Z,0.7,11,6,72,23.3
2025-04-23T12:26:00Z,0.7,10,6.2,83,23.2
2025-04-23T11:56:00Z,0.6,9,5.7,89,23.2
2025-04-23T11:26:00Z,0.6,10,5.5,83,23.2
2025-04-23T10:56:00Z,0.6,10,5.5,79,23.2
2025-04-23T10:26:00Z,0.7,9,5.2,89,23.2
2025-04-23T09:56:00Z,0.7,9,5,90,23.2
2025-04-23T09:26:00Z,0.7,9,4.8,96,23.2
2025-04-23T08:56:00Z,0.7,8,4.9,86,23.2
2025-04-23T08:26:00Z,0.7,9,4.6,83,23.3
2025-04-23T07:56:00Z,0.7,9,4.6,91,23.2
2025-04-23T07:26:00Z,0.7,10,4.5,89,23.3
2025-04-23T06:56:00Z,0.7,9,4.8,90,23.3
2025-04-23T06:26:00Z,0.7,8,4.4,90,23.3
2025-04-23T05:56:00Z,0.8,8,4.5,93,23.3
2025-04-23T05:26:00Z,0.7,8,4.2,93,23.3
2025-04-23T04:56:00Z,0.8,8,4.2,90,23.4
2025-04-23T04:26:00Z,0.7,8,4,96,23.4
2025-04-23T03:56:00Z,0.8,8,3.9,96,23.4
2025-04-23T03:26:00Z,0.8,9,4.2,87,23.4
2025-04-23T02:56:00Z,0.8,7,4,94,23.4
2025-04-23T02:26:00Z,0.7,8,4.2,90,23.4
2025-04-23T01:56:00Z,0.7,9,4.4,91,23.5
2025-04-23T01:26:00Z,0.7,8,4.5,84,23.5
2025-04-23T00:56:00Z,0.7,9,4.7,86,23.6
2025-04-23T00:26:00Z,0.7,8,4.9,93,23.6
2025-04-22T23:56:00Z,0.7,8,4.8,89,23.7
2025-04-22T23:26:00Z,0.7,8,4.9,96,23.7
2025-04-22T22:56:00Z,0.7,8,4.9,90,23.7
2025-04-22T22:26:00Z,0.7,8,5,94,23.8
2025-04-22T21:56:00Z,0.6,8,4.7,100,23.8
2025-04-22T21:26:00Z,0.7,8,5.2,89,23.8
2025-04-22T20:56:00Z,0.7,8,5,93,23.9
2025-04-22T20:26:00Z,0.6,8,5,93,23.9
2025-04-22T19:56:00Z,0.6,8,5.2,87,23.9
2025-04-22T19:26:00Z,0.6,8,5.1,106,23.9
2025-04-22T18:56:00Z,0.6,8,5.3,93,23.8
2025-04-22T18:26:00Z,0.6,8,5.1,97,23.8
2025-04-22T17:56:00Z,0.6,8,5.5,90,23.9
2025-04-22T17:26:00Z,0.6,8,5.2,97,24
2025-04-22T16:56:00Z,0.6,8,5.3,94,23.9
2025-04-22T16:26:00Z,0.6,8,5.2,101,23.8
2025-04-22T15:56:00Z,0.6,7,5,94,23.6
2025-04-22T15:26:00Z,0.7,8,5.3,100,23.5
2025-04-22T14:56:00Z,0.6,8,5,97,23.3
2025-04-22T14:26:00Z,0.7,8,5,93,23.3
2025-04-22T13:56:00Z,0.7,8,5,91,23.2
2025-04-22T13:26:00Z,0.7,8,4.9,89,23.2
2025-04-22T12:56:00Z,0.7,8,4.7,91,23.2
2025-04-22T12:26:00Z,0.7,8,4.5,91,23.2
2025-04-22T11:56:00Z,0.7,8,4.6,96,23.2
2025-04-22T11:26:00Z,0.7,8,4.2,94,23.2
2025-04-22T10:56:00Z,0.7,8,4.5,90,23.1
2025-04-22T10:26:00Z,0.7,8,4.4,91,23.1
2025-04-22T09:56:00Z,0.7,8,4.2,94,23.2
2025-04-22T09:26:00Z,0.7,8,4.2,93,23.1
2025-04-22T08:56:00Z,0.8,8,4.2,90,23.2
2025-04-22T08:26:00Z,0.8,8,4.2,90,23.2
2025-04-22T07:56:00Z,0.8,8,4,94,23.1
2025-04-22T07:26:00Z,0.8,8,3.9,90,23.1
2025-04-22T06:56:00Z,0.8,7,4,96,23.1
2025-04-22T06:26:00Z,0.8,8,4.1,91,23.1
2025-04-22T05:56:00Z,0.9,8,4.1,98,23.1
2025-04-22T05:26:00Z,0.8,8,4,97,23.1
2025-04-22T04:56:00Z,0.8,8,3.9,98,23.1
2025-04-22T04:26:00Z,0.9,8,4.1,98,23.1
2025-04-22T03:56:00Z,0.9,8,3.9,100,23.1
2025-04-22T03:26:00Z,0.9,8,4,96,23.2
2025-04-22T02:56:00Z,0.9,7,4,94,23.2
2025-04-22T02:26:00Z,0.9,8,4.2,96,23.2
2025-04-22T01:56:00Z,0.9,8,4.1,90,23.2
2025-04-22T01:26:00Z,0.9,8,4.2,91,23.2
2025-04-22T00:56:00Z,0.8,8,4.1,97,23.2
2025-04-22T00:26:00Z,0.8,8,4.2,100,23.2
2025-04-21T23:56:00Z,0.8,8,4.2,98,23.2
2025-04-21T22:56:00Z,0.8,8,4.4,104,23.3
2025-04-21T22:26:00Z,0.8,8,4.3,103,23.3
2025-04-21T21:56:00Z,0.8,8,4.5,93,23.3
2025-04-21T21:26:00Z,0.9,8,4.6,97,23.3
2025-04-21T20:56:00Z,0.8,8,4.4,98,23.3
2025-04-21T20:26:00Z,0.8,7,4.3,97,23.4
2025-04-21T19:56:00Z,0.8,8,4.2,100,23.4
2025-04-21T19:26:00Z,0.8,7,4.2,96,23.4
2025-04-21T18:56:00Z,0.9,5,4.2,124,23.4
2025-04-21T18:26:00Z,0.9,8,4.4,103,23.4
2025-04-21T17:56:00Z,0.8,8,4.5,103,23.4
2025-04-21T17:26:00Z,0.9,8,4.5,100,23.4
2025-04-21T16:56:00Z,0.9,8,4.6,96,23.4
2025-04-21T16:26:00Z,0.8,7,4.4,101,23.3
2025-04-21T15:56:00Z,0.9,7,4.5,100,23.3
2025-04-21T15:26:00Z,0.9,8,4.5,103,23.2
2025-04-21T14:56:00Z,0.9,8,4.4,98,23.1
2025-04-21T14:26:00Z,0.9,7,4.3,103,23
2025-04-21T13:56:00Z,0.9,8,4.4,106,23
2025-04-21T13:26:00Z,0.9,8,4.1,101,22.9
2025-04-21T12:56:00Z,0.9,8,4.1,96,22.9
2025-04-21T12:26:00Z,0.9,4,4,132,22.9
2025-04-21T11:56:00Z,0.9,4,4,138,22.9
2025-04-21T11:26:00Z,0.9,4,4,125,22.9
2025-04-21T10:56:00Z,1,8,4,100,22.9
2025-04-21T10:26:00Z,1,7,4.1,104,22.9
2025-04-21T09:56:00Z,1,5,4,122,22.9
2025-04-21T09:26:00Z,1,8,4.1,97,22.9
2025-04-21T08:56:00Z,1,7,4,108,22.9
2025-04-21T08:26:00Z,1,8,4.1,100,22.9
2025-04-21T07:56:00Z,0.9,7,4,108,22.9
2025-04-21T07:26:00Z,0.9,4,4.1,128,22.9
2025-04-21T06:56:00Z,1,5,4.1,114,22.9
2025-04-21T06:26:00Z,0.9,6,4.2,107,22.9
2025-04-21T05:56:00Z,1,5,4.1,115,22.9
2025-04-21T05:26:00Z,1,6,4.2,108,22.9
2025-04-21T04:56:00Z,1,5,4.2,110,22.9
2025-04-21T04:26:00Z,1,7,4.2,106,22.9
2025-04-21T03:56:00Z,1,8,4.1,103,22.9
2025-04-21T03:26:00Z,1,8,4.1,108,22.9
2025-04-21T02:56:00Z,1,8,4.3,103,23
2025-04-21T02:26:00Z,1,8,4.3,104,22.9
2025-04-21T01:56:00Z,1,8,4.3,107,23
2025-04-21T01:26:00Z,1,8,4.3,106,23
2025-04-21T00:56:00Z,1,8,4.4,107,23
2025-04-21T00:26:00Z,0.9,8,4.4,104,23
2025-04-20T23:56:00Z,0.9,5,4.4,115,23
2025-04-20T23:26:00Z,1,8,4.5,101,23
2025-04-20T22:56:00Z,1,8,4.6,104,23.1
2025-04-20T22:26:00Z,1,7,4.7,100,23.1
2025-04-20T21:56:00Z,1,8,4.7,103,23.2
2025-04-20T21:26:00Z,0.9,5,4.5,121,23.1
2025-04-20T20:56:00Z,0.9,5,4.6,111,23.1
2025-04-20T20:26:00Z,1,8,4.7,101,23.3
2025-04-20T19:56:00Z,1,8,4.8,98,23.3
2025-04-20T19:26:00Z,1,6,4.6,104,23.1
2025-04-20T18:56:00Z,1,8,4.7,107,23
2025-04-20T18:26:00Z,1,5,4.5,121,23.1
2025-04-20T17:56:00Z,1,7,4.5,100,23
2025-04-20T17:26:00Z,1.1,4,4.4,124,22.8
2025-04-20T16:56:00Z,1.1,7,4.5,101,22.7
2025-04-20T16:26:00Z,1.1,5,4.2,118,22.6
2025-04-20T15:56:00Z,1.2,7,4.4,103,22.6
2025-04-20T15:26:00Z,1.2,4,4.3,127,22.6
2025-04-20T14:56:00Z,1.2,8,4.2,104,22.5
2025-04-20T14:26:00Z,1.2,8,4.3,96,22.5
2025-04-20T13:56:00Z,1.1,5,4.2,121,22.5
2025-04-20T13:26:00Z,1.2,6,4.4,107,22.4
2025-04-20T12:56:00Z,1.2,7,4.3,101,22.4
2025-04-20T12:26:00Z,1.1,5,4.2,124,22.4
2025-04-20T11:56:00Z,1.2,7,4.4,97,22.4
2025-04-20T11:26:00Z,1.2,8,4.3,96,22.4
2025-04-20T10:56:00Z,1.1,6,4.3,101,22.5
2025-04-20T10:26:00Z,1.1,8,4.3,98,22.5
2025-04-20T09:56:00Z,1.1,8,4.5,106,22.5
2025-04-20T09:26:00Z,1,7,4.4,98,22.5
2025-04-20T08:56:00Z,1,8,4.4,104,22.5
2025-04-20T08:26:00Z,1,8,4.5,103,22.6
2025-04-20T07:56:00Z,1,8,4.5,107,22.6
2025-04-20T07:26:00Z,1,8,4.5,97,22.6
2025-04-20T06:56:00Z,1.1,8,4.5,101,22.5
2025-04-20T06:26:00Z,1,8,4.5,98,22.5
2025-04-20T05:56:00Z,1.1,8,4.8,101,22.5
2025-04-20T05:26:00Z,1,7,4.6,101,22.6
2025-04-20T04:56:00Z,1.1,8,4.8,97,22.6
2025-04-20T04:26:00Z,1.1,7,4.8,96,22.6
2025-04-20T03:56:00Z,1,8,4.4,100,22.6
2025-04-20T03:26:00Z,1.1,7,4.5,100,22.6
2025-04-20T02:56:00Z,1,7,4.5,103,22.6
2025-04-20T02:26:00Z,1,8,4.7,100,22.6
2025-04-20T01:56:00Z,1,7,4.7,98,22.6
2025-04-20T01:26:00Z,1,6,4.7,96,22.6
2025-04-20T00:56:00Z,1.1,6,4.7,97,22.7
2025-04-20T00:26:00Z,1,7,4.5,108,22.7
2025-04-19T23:56:00Z,1,6,4.4,91,22.7
2025-04-19T23:26:00Z,1,7,4.4,100,22.7
2025-04-19T22:56:00Z,1,7,4.4,93,22.8
2025-04-19T22:26:00Z,1,6,4.5,94,22.8
2025-04-19T21:56:00Z,0.9,7,4.4,93,22.9
2025-04-19T21:26:00Z,0.9,7,4.4,96,22.8
2025-04-19T20:56:00Z,0.9,7,4.2,93,22.9
2025-04-19T20:26:00Z,0.8,7,4.2,96,22.8
2025-04-19T19:56:00Z,0.9,6,4.3,89,22.9
2025-04-19T19:26:00Z,0.8,6,4.2,91,22.9
2025-04-19T18:56:00Z,0.8,7,4.3,96,22.9
2025-04-19T18:26:00Z,0.9,7,4.4,98,22.8
2025-04-19T17:56:00Z,0.8,7,4.3,93,22.8
2025-04-19T17:26:00Z,0.8,6,4.3,94,22.7
2025-04-19T16:56:00Z,0.7,6,4.4,90,22.7
2025-04-19T16:26:00Z,0.8,6,4.7,94,22.7
2025-04-19T15:56:00Z,0.8,6,4.6,96,22.6
2025-04-19T15:26:00Z,0.8,6,4.7,94,22.5
2025-04-19T14:56:00Z,0.8,6,4.5,97,22.5
2025-04-19T14:26:00Z,0.9,6,4.7,97,22.4
2025-04-19T13:56:00Z,0.8,6,4.5,101,22.3
2025-04-19T13:26:00Z,0.9,6,4.7,96,22.2
2025-04-19T12:56:00Z,0.8,5,4.4,98,22.2
2025-04-19T12:26:00Z,0.8,6,4.4,90,22.1
2025-04-19T11:56:00Z,0.9,6,4.5,89,22.1
2025-04-19T11:26:00Z,0.8,6,4.2,94,22.1
2025-04-19T10:56:00Z,0.9,6,4.3,100,22.1
2025-04-19T10:26:00Z,0.8,6,4.2,98,22.1
2025-04-19T09:56:00Z,0.9,6,4.2,90,22.2
2025-04-19T09:26:00Z,0.9,6,4.2,97,22.2
2025-04-19T08:56:00Z,0.8,6,4.2,82,22.2
2025-04-19T08:26:00Z,0.9,6,4.1,91,22.2
2025-04-19T07:56:00Z,0.9,5,4.1,97,22.2
2025-04-19T07:26:00Z,0.8,6,4,96,22.2
2025-04-19T06:56:00Z,0.8,6,4,96,22.3
2025-04-19T06:26:00Z,0.9,6,4,91,22.3
2025-04-19T05:56:00Z,0.8,5,4,103,22.3
2025-04-19T05:26:00Z,0.8,5,4,98,22.3
2025-04-19T04:56:00Z,0.9,5,4.1,101,22.3
2025-04-19T04:26:00Z,0.9,6,4,103,22.3
2025-04-19T03:56:00Z,1,6,4,93,22.3
2025-04-19T03:26:00Z,1,5,4,103,22.3
2025-04-19T02:56:00Z,1,5,4,106,22.3
2025-04-19T02:26:00Z,1.1,6,4.1,100,22.3
2025-04-19T01:56:00Z,1.1,5,4.2,100,22.3
2025-04-19T01:26:00Z,1,5,4,97,22.3
2025-04-19T00:56:00Z,1.1,6,4.2,93,22.3
2025-04-19T00:26:00Z,1,5,4.1,90,22.4
2025-04-18T23:56:00Z,1.1,5,4.2,100,22.4
2025-04-18T23:26:00Z,1.1,6,4.2,90,22.4
2025-04-18T22:56:00Z,1,5,4.3,84,22.5
2025-04-18T22:26:00Z,1.1,6,4.5,83,22.5
2025-04-18T21:56:00Z,1,6,4.3,87,22.5
2025-04-18T21:26:00Z,1,5,4.2,86,22.5
2025-04-18T20:56:00Z,0.9,5,4,89,22.5
2025-04-18T20:26:00Z,0.8,4,3.7,87,22.5
2025-04-18T19:56:00Z,0.7,4,3.5,80,22.5
2025-04-18T19:26:00Z,0.6,4,3.4,87,22.6
2025-04-18T18:56:00Z,0.5,4,3.8,87,22.6
2025-04-18T18:26:00Z,0.4,4,4,93,22.8
2025-04-18T17:26:00Z,0.5,4,3.9,90,23
2025-04-18T16:56:00Z,0.5,8,3.9,89,22.9
2025-04-18T16:26:00Z,0.5,4,3.7,98,22.7
2025-04-18T15:56:00Z,0.5,4,3.7,101,22.5
2025-04-18T15:26:00Z,0.5,4,3.6,82,22.3
2025-04-18T14:56:00Z,0.5,7,3.6,72,22.2
2025-04-18T14:26:00Z,0.6,4,3.5,93,22.1
2025-04-18T13:56:00Z,0.6,4,3.6,91,22.1
2025-04-18T13:26:00Z,0.6,4,3.6,87,22
2025-04-18T12:56:00Z,0.6,4,3.5,103,22
2025-04-18T12:26:00Z,0.6,4,3.4,94,22
2025-04-18T11:56:00Z,0.6,4,3.5,103,22
2025-04-18T11:26:00Z,0.6,4,3.5,97,22
2025-04-18T10:56:00Z,0.6,4,3.6,97,21.9
2025-04-18T10:26:00Z,0.7,4,3.7,101,21.9
2025-04-18T09:56:00Z,0.7,4,3.7,87,22
2025-04-18T09:26:00Z,0.7,4,3.5,98,22
2025-04-18T08:56:00Z,0.7,4,3.5,98,22
2025-04-18T08:26:00Z,0.7,4,3.5,90,22
2025-04-18T07:56:00Z,0.7,4,3.5,97,22
2025-04-18T07:26:00Z,0.7,4,3.5,97,22
2025-04-18T06:56:00Z,0.7,4,3.5,97,22
2025-04-18T06:26:00Z,0.7,4,3.4,97,22
2025-04-18T05:56:00Z,0.7,4,3.4,104,22
2025-04-18T05:26:00Z,0.7,3,3.3,97,22
2025-04-18T04:56:00Z,0.7,3,3.3,94,22
2025-04-18T04:26:00Z,0.6,3,3.3,94,22
2025-04-18T03:56:00Z,0.6,3,3.2,93,22.1
2025-04-18T03:26:00Z,0.6,3,3.3,91,22.1
2025-04-18T02:56:00Z,0.6,3,3.3,80,22.1
2025-04-18T02:26:00Z,0.6,3,3.3,66,22.1
2025-04-18T01:56:00Z,0.6,3,3.3,63,22.1
2025-04-18T01:26:00Z,0.6,3,3.4,65,22.1
2025-04-18T00:56:00Z,0.6,3,3.2,59,22.2
2025-04-18T00:26:00Z,0.6,3,3.3,66,22.2
2025-04-17T23:56:00Z,0.6,3,3.3,61,22.2
2025-04-17T22:56:00Z,0.6,6,3.4,55,22.4
2025-04-17T22:26:00Z,0.5,7,3.6,59,22.5
2025-04-17T21:56:00Z,0.5,7,3.6,65,22.7
2025-04-17T21:26:00Z,0.4,6,3.9,62,22.8
2025-04-17T20:56:00Z,0.4,7,4.4,55,22.9
2025-04-17T20:26:00Z,0.4,7,5.1,61,22.9
2025-04-17T19:56:00Z,0.4,7,5.5,58,23
2025-04-17T19:26:00Z,0.4,7,5.5,52,23.2
2025-04-17T18:56:00Z,0.4,7,5.4,58,23.6
2025-04-17T18:26:00Z,0.4,6,5.4,55,23.7
2025-04-17T17:56:00Z,0.4,6,5.3,56,23.9
2025-04-17T17:26:00Z,0.4,7,5.4,55,24.3
2025-04-17T16:56:00Z,0.4,7,5.3,55,23.1
2025-04-17T16:26:00Z,0.4,6,5.4,49,23.1
2025-04-17T15:56:00Z,0.4,6,5.2,51,22.6
2025-04-17T15:26:00Z,0.4,7,5.2,52,22.4
2025-04-17T14:56:00Z,0.4,6,5.2,56,22.3
2025-04-17T14:26:00Z,0.4,5,5.1,39,22.1
2025-04-17T13:56:00Z,0.4,5,4.9,39,22
2025-04-17T13:26:00Z,0.4,5,4.8,37,22
2025-04-17T12:56:00Z,0.4,5,4.6,34,21.9
2025-04-17T12:26:00Z,0.4,6,4.6,52,21.9
2025-04-17T11:56:00Z,0.4,6,4.6,51,21.9
2025-04-17T11:26:00Z,0.4,5,4.4,46,21.9
2025-04-17T10:56:00Z,0.4,4,4.4,31,21.8
2025-04-17T10:26:00Z,0.4,6,4.3,53,21.9
2025-04-17T09:56:00Z,0.4,6,4.4,53,21.9
2025-04-17T09:26:00Z,0.4,6,4.5,56,21.9
2025-04-17T08:56:00Z,0.4,6,4.8,56,21.9
2025-04-17T08:26:00Z,0.5,6,4.8,59,21.9
2025-04-17T07:56:00Z,0.4,5,4.7,27,21.9
2025-04-17T07:26:00Z,0.5,6,4.8,51,21.9
2025-04-17T06:56:00Z,0.5,5,4.7,25,21.9
2025-04-17T06:26:00Z,0.5,5,4.6,24,21.9
2025-04-17T05:56:00Z,0.5,5,4.7,21,21.9
