dt,WVHT,DPD,APD,MWD,WTMP
2025-04-17T05:26:00Z,0.5,6,4.6,49,21.9
2025-04-17T04:56:00Z,0.5,5,4.6,27,21.9
2025-04-17T04:26:00Z,0.5,5,4.6,28,21.9
2025-04-17T03:56:00Z,0.5,6,4.5,23,21.9
2025-04-17T03:26:00Z,0.6,6,4.6,35,21.9
2025-04-17T02:56:00Z,0.6,6,4.5,21,21.9
2025-04-17T02:26:00Z,0.6,6,4.5,21,21.9
2025-04-17T01:56:00Z,0.7,6,4.5,30,21.9
2025-04-17T01:26:00Z,0.7,6,4.6,28,21.9
2025-04-17T00:56:00Z,0.7,6,4.5,37,21.9
2025-04-17T00:26:00Z,0.7,5,4.5,23,21.9
2025-04-16T23:56:00Z,0.7,6,4.5,23,22
2025-04-16T23:26:00Z,0.9,6,4.7,24,22
2025-04-16T22:56:00Z,0.9,6,4.6,27,22
2025-04-16T22:26:00Z,0.9,6,4.5,32,22
2025-04-16T21:56:00Z,0.9,6,4.5,23,22.1
2025-04-16T21:26:00Z,0.9,5,4.4,20,22.1
2025-04-16T20:56:00Z,1,6,4.5,17,22.1
2025-04-16T20:26:00Z,0.9,6,4.5,23,22.1
2025-04-16T19:56:00Z,1,6,4.3,16,22.1
2025-04-16T19:26:00Z,1,6,4.3,16,22
2025-04-16T18:56:00Z,1,6,4.3,13,22
2025-04-16T18:26:00Z,1,6,4.2,10,22
2025-04-16T17:56:00Z,1.2,6,4.3,16,22
2025-04-16T17:26:00Z,1.2,6,4.4,17,21.9
2025-04-16T16:56:00Z,1.1,6,4.1,14,21.9
2025-04-16T16:26:00Z,1.2,6,4.1,14,21.9
2025-04-16T15:56:00Z,1.2,6,4.2,14,21.9
2025-04-16T15:26:00Z,1.2,5,4.2,11,21.9
2025-04-16T14:56:00Z,1.2,5,4.2,6,21.9
2025-04-16T14:26:00Z,1.1,5,4.1,6,21.8
2025-04-16T13:56:00Z,1.1,5,4.1,7,21.8
2025-04-16T13:26:00Z,1.2,5,4.1,7,21.8
2025-04-16T12:56:00Z,1.1,5,4,6,21.8
2025-04-16T12:26:00Z,1,5,3.9,8,21.8
2025-04-16T11:56:00Z,0.9,4,3.6,353,21.8
2025-04-16T11:26:00Z,0.8,4,3.5,359,21.8
2025-04-16T10:56:00Z,0.8,4,3.4,356,21.8
2025-04-16T10:26:00Z,0.8,4,3.4,352,21.8
2025-04-16T09:56:00Z,0.8,4,3.4,352,21.8
2025-04-16T09:26:00Z,0.8,5,3.4,0,21.8
2025-04-16T08:56:00Z,0.7,4,3.4,354,21.8
2025-04-16T08:26:00Z,0.6,4,3.3,352,21.8
2025-04-16T07:56:00Z,0.6,4,3.2,345,21.8
2025-04-16T07:26:00Z,0.6,4,3,345,21.8
2025-04-16T06:56:00Z,0.7,4,3.1,332,21.8
2025-04-16T06:26:00Z,0.6,3,2.9,322,21.8
2025-04-16T05:56:00Z,0.5,3,2.7,259,21.9
2025-04-16T05:26:00Z,0.5,3,2.9,245,21.9
2025-04-16T04:56:00Z,0.6,3,2.8,246,21.9
2025-04-16T04:26:00Z,0.6,3,2.9,233,21.9
2025-04-16T03:56:00Z,0.7,3,2.9,235,21.9
2025-04-16T03:26:00Z,0.7,3,2.9,239,22
2025-04-16T02:56:00Z,0.7,3,2.9,231,22
2025-04-16T02:26:00Z,0.6,3,2.9,235,22
2025-04-16T01:56:00Z,0.6,3,2.9,248,22.1
2025-04-16T01:26:00Z,0.6,3,3,235,22.1
2025-04-16T00:56:00Z,0.6,3,2.9,246,22
2025-04-16T00:26:00Z,0.5,3,3,235,22
2025-04-15T23:56:00Z,0.5,3,3.1,235,21.9
2025-04-15T23:26:00Z,0.5,3,3.1,242,21.9
2025-04-15T22:56:00Z,0.5,3,3.1,235,21.9
2025-04-15T22:26:00Z,0.5,3,3.1,225,21.9
2025-04-15T21:56:00Z,0.5,3,3.1,233,21.9
2025-04-15T21:26:00Z,0.5,3,3.1,236,22
2025-04-15T20:56:00Z,0.5,3,3.1,241,21.9
2025-04-15T20:26:00Z,0.5,3,3.1,238,21.9
2025-04-15T19:56:00Z,0.6,3,3,233,21.9
2025-04-15T19:26:00Z,0.5,3,3,233,21.9
2025-04-15T18:56:00Z,0.6,3,3.1,238,21.9
2025-04-15T18:26:00Z,0.6,3,3.1,253,21.9
2025-04-15T17:56:00Z,0.6,3,3.1,239,21.8
2025-04-15T17:26:00Z,0.6,3,3.1,263,21.7
2025-04-15T16:56:00Z,0.6,3,3.1,270,21.7
2025-04-15T16:26:00Z,0.6,3,3.2,260,21.7
2025-04-15T15:56:00Z,0.7,3,3.2,271,21.6
2025-04-15T15:26:00Z,0.7,3,3.2,284,21.6
2025-04-15T14:56:00Z,0.6,3,3.1,269,21.5
2025-04-15T14:26:00Z,0.6,3,3.2,263,21.5
2025-04-15T13:56:00Z,0.6,3,3.3,294,21.5
2025-04-15T13:26:00Z,0.6,3,3.3,288,21.4
2025-04-15T12:56:00Z,0.6,3,3.3,283,21.4
2025-04-15T12:26:00Z,0.6,3,3.3,274,21.4
2025-04-15T11:56:00Z,0.7,3,3.3,267,21.3
2025-04-15T11:26:00Z,0.7,3,3.2,264,21.3
2025-04-15T10:56:00Z,0.7,3,3.3,257,21.3
2025-04-15T10:26:00Z,0.7,3,3.3,256,21.3
2025-04-15T09:56:00Z,0.7,3,3.3,239,21.3
2025-04-15T09:26:00Z,0.7,3,3.3,236,21.3
2025-04-15T08:56:00Z,0.7,5,3.4,153,21.3
2025-04-15T08:26:00Z,0.8,5,3.5,152,21.3
2025-04-15T07:56:00Z,0.8,5,3.6,151,21.3
2025-04-15T07:26:00Z,0.8,4,3.5,152,21.3
2025-04-15T06:56:00Z,0.8,4,3.5,151,21.3
2025-04-15T06:26:00Z,0.8,4,3.5,152,21.3
2025-04-15T05:56:00Z,0.8,4,3.6,162,21.3
2025-04-15T05:26:00Z,0.7,4,3.6,163,21.3
2025-04-15T04:56:00Z,0.7,4,3.6,159,21.3
2025-04-15T04:26:00Z,0.7,4,3.7,165,21.4
2025-04-15T03:56:00Z,0.7,4,3.6,169,21.4
2025-04-15T03:26:00Z,0.7,4,3.4,163,21.4
2025-04-15T02:56:00Z,0.7,10,3.5,62,21.4
2025-04-15T02:26:00Z,0.7,3,3.3,166,21.5
2025-04-15T01:56:00Z,0.6,11,3.4,53,21.5
2025-04-15T01:26:00Z,0.6,10,3.3,63,21.5
2025-04-15T00:56:00Z,0.6,10,3.4,66,21.5
2025-04-15T00:26:00Z,0.6,11,3.5,65,21.5
2025-04-14T23:56:00Z,0.6,8,3.6,76,21.5
2025-04-14T23:26:00Z,0.6,9,3.6,68,21.6
2025-04-14T22:56:00Z,0.6,8,3.5,69,21.6
2025-04-14T22:26:00Z,0.6,10,3.6,65,21.7
2025-04-14T21:56:00Z,0.5,11,3.9,62,21.7
2025-04-14T21:26:00Z,0.5,11,3.9,59,21.8
2025-04-14T20:56:00Z,0.5,10,4.3,61,21.8
2025-04-14T20:26:00Z,0.5,10,4.8,68,21.8
2025-04-14T19:56:00Z,0.4,10,5.2,62,21.7
2025-04-14T19:26:00Z,0.5,11,6.5,65,21.8
2025-04-14T18:56:00Z,0.5,9,6.3,68,21.9
2025-04-14T18:26:00Z,0.5,10,6.5,55,21.9
2025-04-14T17:56:00Z,0.5,11,6.2,63,21.9
2025-04-14T17:26:00Z,0.5,10,6.4,63,21.8
2025-04-14T16:56:00Z,0.5,10,5.5,66,21.5
2025-04-14T16:26:00Z,0.5,10,5.5,66,21.4
2025-04-14T15:56:00Z,0.6,10,5,59,21.3
2025-04-14T15:26:00Z,0.6,11,4.7,53,21.2
2025-04-14T14:56:00Z,0.6,11,4.9,55,21.1
2025-04-14T14:26:00Z,0.6,11,4.6,62,21.1
2025-04-14T13:56:00Z,0.6,11,4.3,52,21.1
2025-04-14T13:26:00Z,0.6,8,4.4,59,21
2025-04-14T12:56:00Z,0.6,10,4.7,63,21
2025-04-14T12:26:00Z,0.6,10,4.6,62,21
2025-04-14T11:56:00Z,0.6,11,4.5,53,21
2025-04-14T11:26:00Z,0.6,8,4.5,56,21
2025-04-14T10:56:00Z,0.7,8,4.4,59,20.9
2025-04-14T10:26:00Z,0.7,8,4.5,69,20.9
2025-04-14T09:56:00Z,0.7,8,4.3,63,20.9
2025-04-14T09:26:00Z,0.7,8,4.2,62,20.9
2025-04-14T08:56:00Z,0.7,8,4.3,61,20.9
2025-04-14T08:26:00Z,0.7,8,4.4,65,20.9
2025-04-14T07:56:00Z,0.6,8,4.4,70,20.9
2025-04-14T07:26:00Z,0.6,8,4.6,70,20.9
2025-04-14T06:56:00Z,0.6,8,4.9,69,20.9
2025-04-14T06:26:00Z,0.6,8,5,62,20.9
2025-04-14T05:56:00Z,0.6,8,5.1,66,21
2025-04-14T05:26:00Z,0.6,8,5.4,70,21
2025-04-14T04:56:00Z,0.6,8,5.2,66,21
2025-04-14T04:26:00Z,0.6,9,5.1,61,21
2025-04-14T03:56:00Z,0.6,9,5.1,58,21.1
2025-04-14T03:26:00Z,0.7,6,5.1,28,21.1
2025-04-14T02:56:00Z,0.7,6,5,30,21.1
2025-04-14T02:26:00Z,0.7,8,5,58,21.1
2025-04-14T01:56:00Z,0.8,9,5,53,21.1
2025-04-14T01:26:00Z,0.8,5,4.9,31,21.1
2025-04-14T00:56:00Z,0.7,6,4.8,35,21.1
2025-04-14T00:26:00Z,0.8,6,5,31,21.2
2025-04-13T23:56:00Z,0.8,8,5,65,21.2
2025-04-13T22:56:00Z,0.7,5,5.1,30,21.2
2025-04-13T22:26:00Z,0.7,8,5.3,62,21.3
2025-04-13T21:56:00Z,0.8,8,5.4,65,21.3
2025-04-13T21:26:00Z,0.7,8,5.2,59,21.3
2025-04-13T20:56:00Z,0.7,8,5.3,68,21.3
2025-04-13T20:26:00Z,0.7,8,4.9,61,21.3
2025-04-13T19:56:00Z,0.7,8,4.7,66,21.4
2025-04-13T19:26:00Z,0.7,8,4.6,61,21.3
2025-04-13T18:56:00Z,0.7,8,4.5,73,21.3
2025-04-13T18:26:00Z,0.7,8,4.4,65,21.3
2025-04-13T17:56:00Z,0.7,8,4.5,61,21.2
2025-04-13T17:26:00Z,0.8,9,4.4,55,21.2
2025-04-13T16:56:00Z,0.8,8,4.2,68,21.1
2025-04-13T16:26:00Z,0.7,8,4,62,21.2
2025-04-13T15:56:00Z,0.8,8,4.5,58,21.2
2025-04-13T15:26:00Z,0.8,7,4.5,59,21.2
2025-04-13T14:56:00Z,0.8,7,4.9,58,21.2
2025-04-13T14:26:00Z,0.8,8,5.2,56,21.1
2025-04-13T13:56:00Z,0.8,9,5.3,62,21.1
2025-04-13T13:26:00Z,0.8,7,5.3,63,21.1
2025-04-13T12:56:00Z,0.8,6,5.1,56,21.1
2025-04-13T12:26:00Z,0.9,9,5.2,61,21.1
2025-04-13T11:56:00Z,0.8,9,5.3,61,21.1
2025-04-13T11:26:00Z,0.8,9,5.5,66,21.1
2025-04-13T10:56:00Z,0.8,7,5.4,58,21
2025-04-13T10:26:00Z,0.8,9,5.4,66,21
2025-04-13T09:56:00Z,0.9,8,5.5,58,21
2025-04-13T09:26:00Z,0.8,9,5.6,59,21.1
2025-04-13T08:56:00Z,0.9,9,6,63,21.1
2025-04-13T08:26:00Z,0.8,8,6,62,21
2025-04-13T07:56:00Z,0.8,9,6.2,63,21
2025-04-13T07:26:00Z,0.8,9,6.1,68,21.1
2025-04-13T06:56:00Z,0.8,9,6.1,66,21.1
2025-04-13T06:26:00Z,0.8,8,5.7,65,21.1
2025-04-13T05:56:00Z,0.8,9,6,73,21.1
2025-04-13T05:26:00Z,0.8,9,5.8,62,21.1
2025-04-13T04:56:00Z,0.8,9,5.7,66,21.1
2025-04-13T04:26:00Z,0.8,9,5.5,70,21.1
2025-04-13T03:56:00Z,0.8,10,5.6,63,21.2
2025-04-13T03:26:00Z,0.8,10,5.4,59,21.2
2025-04-13T02:56:00Z,0.8,10,5.3,62,21.2
2025-04-13T02:26:00Z,0.9,9,5.3,69,21.2
2025-04-13T01:56:00Z,0.8,10,5.2,66,21.3
2025-04-13T01:26:00Z,0.9,9,5.2,68,21.3
2025-04-13T00:56:00Z,0.9,5,5.2,27,21.3
2025-04-13T00:26:00Z,0.9,9,5,69,21.3
2025-04-12T23:56:00Z,0.9,10,5.1,55,21.3
2025-04-12T23:26:00Z,0.9,8,5,68,21.3
2025-04-12T22:56:00Z,0.8,10,5.1,65,21.3
2025-04-12T22:26:00Z,0.8,10,4.8,62,21.3
2025-04-12T21:56:00Z,0.8,8,4.7,68,21.3
2025-04-12T21:26:00Z,0.8,9,4.8,68,21.3
2025-04-12T20:56:00Z,0.8,8,4.7,68,21.3
2025-04-12T20:26:00Z,0.8,9,4.5,75,21.3
2025-04-12T19:56:00Z,0.8,10,4.6,69,21.3
2025-04-12T19:26:00Z,0.8,9,4.3,73,21.3
2025-04-12T18:56:00Z,0.9,8,4.1,76,21.3
2025-04-12T18:26:00Z,0.9,8,4.1,80,21.3
2025-04-12T17:56:00Z,0.9,8,4.1,80,21.3
2025-04-12T17:26:00Z,0.9,5,4.2,11,21.3
2025-04-12T16:56:00Z,0.9,5,4.3,7,21.3
2025-04-12T16:26:00Z,0.9,5,4.3,6,21.3
2025-04-12T15:56:00Z,1,6,4.3,10,21.2
2025-04-12T15:26:00Z,1.1,6,4.4,8,21.2
2025-04-12T14:56:00Z,1.1,5,4.3,7,21.2
2025-04-12T14:26:00Z,1.1,6,4.3,11,21.2
2025-04-12T13:56:00Z,1.1,6,4.2,6,21.2
2025-04-12T13:26:00Z,1.2,5,4.3,8,21.3
2025-04-12T12:56:00Z,1.2,5,4.3,1,21.3
2025-04-12T12:26:00Z,1.3,6,4.4,3,21.3
2025-04-12T11:56:00Z,1.2,5,4.3,3,21.3
2025-04-12T11:26:00Z,1.2,5,4.2,345,21.3
2025-04-12T10:56:00Z,1.2,5,4.2,350,21.3
2025-04-12T10:26:00Z,1.1,4,4,336,21.2
2025-04-12T09:56:00Z,1.1,4,4,336,21.2
2025-04-12T09:26:00Z,1.1,4,3.9,335,21.2
2025-04-12T08:56:00Z,0.9,4,3.5,332,21.2
2025-04-12T08:26:00Z,0.8,3,3.4,302,21.2
2025-04-12T07:56:00Z,0.8,3,3.5,294,21.2
2025-04-12T07:26:00Z,0.7,3,3.5,277,21.2
2025-04-12T06:56:00Z,0.7,3,3.4,271,21.2
2025-04-12T06:26:00Z,0.7,8,3.4,75,21.2
2025-04-12T05:56:00Z,0.7,9,3.3,68,21.2
2025-04-12T05:26:00Z,0.7,8,3.6,77,21.2
2025-04-12T04:56:00Z,0.7,8,3.6,77,21.3
2025-04-12T04:26:00Z,0.7,8,3.8,77,21.3
2025-04-12T03:56:00Z,0.7,9,4.1,70,21.4
2025-04-12T03:26:00Z,0.7,8,4.2,70,21.4
2025-04-12T02:56:00Z,0.9,9,4.6,69,21.4
2025-04-12T02:26:00Z,1,9,4.4,69,21.5
2025-04-12T01:56:00Z,1.3,5,4.5,328,21.5
2025-04-12T01:26:00Z,1.2,5,4.2,323,21.5
2025-04-12T00:56:00Z,1.2,4,4,277,21.5
2025-04-12T00:26:00Z,1.1,9,3.8,72,21.5
2025-04-11T23:56:00Z,1.1,9,4.2,72,21.5
2025-04-11T23:26:00Z,1,9,4,66,21.6
2025-04-11T22:56:00Z,1,8,4.1,73,21.6
2025-04-11T22:26:00Z,1,9,4.4,70,21.6
2025-04-11T21:56:00Z,1,8,4.9,76,21.6
2025-04-11T21:26:00Z,0.9,8,4.5,82,21.6
2025-04-11T20:56:00Z,1,8,5.2,79,21.6
2025-04-11T20:26:00Z,1,8,5.2,77,21.6
2025-04-11T19:56:00Z,1,8,5.4,77,21.6
2025-04-11T19:26:00Z,0.9,9,5.7,75,21.6
2025-04-11T18:56:00Z,0.9,9,5.9,72,21.7
2025-04-11T18:26:00Z,1,9,6.3,73,21.6
2025-04-11T17:56:00Z,0.9,9,6.5,80,21.6
2025-04-11T17:26:00Z,0.9,9,7,77,21.6
2025-04-11T16:56:00Z,0.9,9,7,76,21.6
2025-04-11T16:26:00Z,0.9,9,7,73,21.5
2025-04-11T15:56:00Z,0.9,9,6.5,82,21.5
2025-04-11T15:26:00Z,0.9,9,6.5,80,21.5
2025-04-11T14:56:00Z,1,10,6.2,75,21.4
2025-04-11T14:26:00Z,1,9,5.7,79,21.2
2025-04-11T13:56:00Z,1.1,9,5.6,79,21.2
2025-04-11T13:26:00Z,1.1,10,5.4,77,21.2
2025-04-11T12:56:00Z,1.2,9,5.5,79,21.1
2025-04-11T12:26:00Z,1.2,9,5.2,83,21.1
2025-04-11T11:56:00Z,1.3,10,5.2,83,21.1
2025-04-11T11:26:00Z,1.2,9,5.2,83,21.1
2025-04-11T10:56:00Z,1.3,9,6,82,21.1
2025-04-11T10:26:00Z,1.3,10,6.3,76,21.1
2025-04-11T09:56:00Z,1.3,9,6.4,76,21.1
2025-04-11T09:26:00Z,1.4,10,6.3,76,21.1
2025-04-11T08:56:00Z,1.4,10,6.1,76,21.1
2025-04-11T08:26:00Z,1.3,9,5.8,73,21.1
2025-04-11T07:56:00Z,1.4,10,6.1,73,21.1
2025-04-11T07:26:00Z,1.4,9,6.2,76,21.1
2025-04-11T06:56:00Z,1.4,10,6,80,21.1
2025-04-11T06:26:00Z,1.4,9,6.2,83,21.2
2025-04-11T05:56:00Z,1.4,9,6.1,80,21.2
2025-04-11T05:26:00Z,1.4,9,6.1,79,21.2
2025-04-11T04:56:00Z,1.3,9,5.9,75,21.2
2025-04-11T04:26:00Z,1.4,10,6.4,77,21.2
2025-04-11T03:56:00Z,1.4,9,6.1,77,21.2
2025-04-11T03:26:00Z,1.4,10,6.1,77,21.3
2025-04-11T02:56:00Z,1.3,8,6.1,79,21.3
2025-04-11T02:26:00Z,1.3,11,6.1,79,21.3
2025-04-11T01:56:00Z,1.3,8,5.8,89,21.3
2025-04-11T01:26:00Z,1.4,10,6,76,21.3
2025-04-11T00:56:00Z,1.5,8,6,83,21.3
2025-04-11T00:26:00Z,1.5,9,5.9,80,21.4
2025-04-10T23:56:00Z,1.6,9,6.1,76,21.4
2025-04-10T23:26:00Z,1.6,9,6.2,76,21.4
2025-04-10T22:56:00Z,1.5,10,5.9,79,21.4
2025-04-10T22:26:00Z,1.6,10,6,86,21.5
2025-04-10T21:56:00Z,1.6,9,6.2,77,21.6
2025-04-10T21:26:00Z,1.7,11,6.3,86,21.6
2025-04-10T20:56:00Z,1.8,10,6.5,86,21.6
2025-04-10T20:26:00Z,1.8,11,6.7,91,21.5
2025-04-10T19:56:00Z,1.8,11,6.7,89,21.6
2025-04-10T19:26:00Z,1.8,10,6.8,77,21.7
2025-04-10T18:56:00Z,1.7,10,6.5,83,21.7
2025-04-10T18:26:00Z,1.8,11,6.8,97,21.6
2025-04-10T17:56:00Z,1.9,11,6.9,90,21.6
2025-04-10T17:26:00Z,1.8,11,6.9,90,21.5
2025-04-10T16:56:00Z,1.8,11,7,86,21.4
2025-04-10T16:26:00Z,1.7,10,6.7,75,21.3
2025-04-10T15:56:00Z,1.8,11,6.7,83,21.4
2025-04-10T15:26:00Z,1.9,11,6.7,73,21.4
2025-04-10T14:56:00Z,1.8,11,6.7,70,21.4
2025-04-10T14:26:00Z,1.9,11,6.7,79,21.3
2025-04-10T13:56:00Z,2,11,7.2,83,21.2
2025-04-10T13:26:00Z,1.9,11,6.8,86,21.2
2025-04-10T12:56:00Z,2.1,10,7.2,66,21.3
2025-04-10T12:26:00Z,2,10,6.8,70,21.2
2025-04-10T11:56:00Z,2,11,6.7,75,21.3
2025-04-10T11:26:00Z,2.1,11,6.7,79,21.3
2025-04-10T10:56:00Z,2.4,11,7.3,73,21.3
2025-04-10T10:26:00Z,2.4,11,6.8,70,21.3
2025-04-10T09:56:00Z,2.4,10,6.8,70,21.3
2025-04-10T09:26:00Z,2.4,10,6.7,75,21.3
2025-04-10T08:56:00Z,2.3,11,6.7,77,21.3
2025-04-10T08:26:00Z,2.3,10,6.8,73,21.3
2025-04-10T07:56:00Z,2.4,10,6.7,69,21.3
2025-04-10T07:26:00Z,2.5,10,6.9,72,21.3
2025-04-10T06:56:00Z,2.4,9,6.7,72,21.4
2025-04-10T06:26:00Z,2.3,9,6.5,63,21.4
2025-04-10T05:56:00Z,2.3,9,6.3,59,21.5
2025-04-10T05:26:00Z,2.3,11,6.2,66,21.5
2025-04-10T04:56:00Z,2.3,11,6.1,59,21.5
2025-04-10T04:26:00Z,2.3,8,5.9,58,21.6
2025-04-10T03:56:00Z,2.3,8,5.8,62,21.6
2025-04-10T03:26:00Z,2.3,6,5.7,45,21.6
2025-04-10T02:56:00Z,2.6,9,6.2,61,21.6
2025-04-10T02:26:00Z,2.4,7,5.7,44,21.6
2025-04-10T01:56:00Z,2.2,7,5.7,45,21.6
2025-04-10T01:26:00Z,2.2,7,5.5,44,21.6
2025-04-10T00:56:00Z,2.2,8,5.7,46,21.6
2025-04-10T00:26:00Z,2.1,7,5.3,41,21.6
2025-04-09T23:56:00Z,2,7,5.3,46,21.6
2025-04-09T23:26:00Z,2,7,5.1,45,21.6
2025-04-09T22:56:00Z,1.9,6,5.1,39,21.6
2025-04-09T22:26:00Z,1.9,6,4.9,48,21.6
2025-04-09T21:56:00Z,1.8,6,4.8,38,21.7
2025-04-09T21:26:00Z,1.8,6,4.7,44,21.7
2025-04-09T20:56:00Z,1.7,6,4.7,48,21.7
2025-04-09T20:26:00Z,1.6,5,4.5,37,21.7
2025-04-09T19:56:00Z,1.6,6,4.6,42,21.7
2025-04-09T19:26:00Z,1.7,6,4.8,58,21.7
2025-04-09T18:56:00Z,1.6,6,4.6,52,21.7
2025-04-09T18:26:00Z,1.5,5,4.5,39,21.7
2025-04-09T17:56:00Z,1.4,5,4.4,44,21.7
2025-04-09T17:26:00Z,1.4,6,4.3,53,21.7
2025-04-09T16:56:00Z,1.3,5,4.3,52,21.7
2025-04-09T16:26:00Z,1.3,5,4.3,46,21.7
2025-04-09T15:56:00Z,1.3,5,4.4,46,21.8
2025-04-09T15:26:00Z,1.2,5,4.2,51,21.8
2025-04-09T14:56:00Z,1.3,6,4.2,55,21.8
2025-04-09T14:26:00Z,1.2,5,4.1,49,21.8
2025-04-09T13:56:00Z,1.1,4,4,39,21.8
2025-04-09T13:26:00Z,1.1,5,4.2,48,21.8
2025-04-09T12:56:00Z,1.1,14,4.3,82,21.8
2025-04-09T12:26:00Z,1.1,5,4,48,21.8
2025-04-09T11:56:00Z,1,4,4,39,21.8
2025-04-09T11:26:00Z,1,4,4,45,21.8
2025-04-09T10:56:00Z,1,5,4,52,21.9
2025-04-09T10:26:00Z,0.9,4,4.1,53,21.9
2025-04-09T09:56:00Z,0.9,4,4.1,31,21.9
2025-04-09T09:26:00Z,0.9,4,4,24,21.9
2025-04-09T08:56:00Z,0.9,4,4,31,21.9
2025-04-09T08:26:00Z,0.8,4,3.9,23,21.9
2025-04-09T07:56:00Z,0.8,13,4.1,82,21.8
2025-04-09T07:26:00Z,0.8,12,4,70,21.8
2025-04-09T06:56:00Z,0.7,3,3.8,24,21.8
2025-04-09T06:26:00Z,0.8,4,3.9,21,21.8
2025-04-09T05:56:00Z,0.8,3,3.7,32,21.8
2025-04-09T05:26:00Z,0.8,4,3.8,23,21.8
2025-04-09T04:56:00Z,0.8,4,3.7,17,21.8
2025-04-09T04:26:00Z,0.8,4,3.8,16,21.9
2025-04-09T03:56:00Z,0.8,4,3.8,13,21.9
2025-04-09T03:26:00Z,0.8,4,3.8,16,21.9
2025-04-09T02:56:00Z,0.8,4,3.7,17,21.9
2025-04-09T02:26:00Z,0.9,4,3.7,17,21.9
2025-04-09T01:56:00Z,0.9,4,3.7,17,21.9
2025-04-09T01:26:00Z,1,4,3.8,21,21.9
2025-04-09T00:56:00Z,1,4,3.8,21,22
2025-04-09T00:26:00Z,0.9,5,3.7,20,22
2025-04-08T23:56:00Z,0.9,4,3.7,13,22
2025-04-08T23:26:00Z,0.9,4,3.7,10,22
2025-04-08T22:56:00Z,0.8,4,3.6,13,22
2025-04-08T22:26:00Z,0.8,4,3.6,7,22
2025-04-08T21:56:00Z,0.8,4,3.6,8,22.1
2025-04-08T21:26:00Z,0.8,4,3.6,7,22.1
2025-04-08T20:56:00Z,0.8,4,3.7,4,22.1
2025-04-08T20:26:00Z,0.9,4,3.7,4,22
2025-04-08T19:56:00Z,0.9,4,3.7,4,22
2025-04-08T19:26:00Z,0.8,5,3.8,6,22
2025-04-08T18:56:00Z,0.8,5,3.8,10,22
2025-04-08T18:26:00Z,0.8,4,3.8,356,22.1
2025-04-08T17:56:00Z,0.8,5,3.8,17,22
2025-04-08T17:26:00Z,0.8,5,3.9,11,22
2025-04-08T16:56:00Z,0.8,4,4,354,22
2025-04-08T16:26:00Z,0.8,5,4,23,22
2025-04-08T15:56:00Z,0.8,5,4,353,22
2025-04-08T15:26:00Z,0.9,5,4.1,1,21.9
2025-04-08T14:56:00Z,1,5,4,16,21.9
2025-04-08T14:26:00Z,0.9,4,3.8,354,21.9
2025-04-08T13:56:00Z,0.9,5,3.8,357,21.9
2025-04-08T13:26:00Z,0.9,4,3.9,345,21.9
2025-04-08T12:56:00Z,1,4,3.9,345,21.9
2025-04-08T12:26:00Z,1.1,4,3.9,336,21.9
2025-04-08T11:56:00Z,1,4,3.9,343,21.9
2025-04-08T11:26:00Z,1,4,4,333,21.9
2025-04-08T10:56:00Z,1.1,4,4.1,339,21.9
2025-04-08T10:26:00Z,1.2,4,4.2,333,21.9
2025-04-08T09:56:00Z,1.2,4,4.2,335,21.9
2025-04-08T09:26:00Z,1.1,4,4.1,336,21.9
2025-04-08T08:56:00Z,1,6,4.1,122,21.9
2025-04-08T08:26:00Z,0.9,6,4.2,129,21.9
2025-04-08T07:56:00Z,0.9,5,4.2,124,22
2025-04-08T07:26:00Z,0.9,6,4.2,120,21.9
2025-04-08T06:56:00Z,0.9,6,4.4,118,22
2025-04-08T06:26:00Z,0.9,5,4.3,125,22
2025-04-08T05:56:00Z,0.9,6,4.2,118,22.1
2025-04-08T05:26:00Z,1,5,4.3,120,22.1
2025-04-08T04:56:00Z,1,6,4.3,127,22.1
2025-04-08T04:26:00Z,1.1,5,4.2,122,22.1
2025-04-08T03:56:00Z,1,5,4.1,125,22.1
2025-04-08T03:26:00Z,1.1,5,4,125,22.1
